issue_response_time.Time,issue_response_time,issue_response_time.name
2015-02-01,63.31,webcompat_webbugs
2015-02-01,15.31,woocommerce_woocommerce
2015-02-01,0.0,xbmc_xbmc
2015-03-01,1.54,AdguardTeam_AdguardFilters
2015-03-01,74.73,angular_angular
2015-03-01,77.34,ansible_ansible
2015-03-01,380.75,ArduPilot_ardupilot
2015-03-01,145.32,Automattic_jetpack
2015-03-01,114.36,Azure_azurepowershell
2015-03-01,3.67,Azure_azuresdkforjava
2015-03-01,131.67,Azure_azuresdkfornet
2015-03-01,1.5,Azure_azuresdkforpython
2015-03-01,109.17,bitcoin_bitcoin
2015-03-01,125.24,CleverRaven_CataclysmDDA
2015-03-01,8.35,cmssw_cmssw
2015-03-01,0.84,cockroachdb_cockroach
2015-03-01,61.22,cypressio_cypress
2015-03-01,1142.49,DefinitelyTyped_DefinitelyTyped
2015-03-01,432.64,directus_directus
2015-03-01,80.46,dotnet_aspnetcore
2015-03-01,12.0,dotnet_AspNetCore.Docs
2015-03-01,167.1,dotnet_efcore
2015-03-01,327.57,dotnet_roslyn
2015-03-01,378.74,elastic_elasticsearch
2015-03-01,179.02,elastic_kibana
2015-03-01,32.0,electron_electron
2015-03-01,35.99,facebook_react
2015-03-01,8.03,facebook_reactnative
2015-03-01,90.43,getsentry_sentry
2015-03-01,257.92,godotengine_godot
2015-03-01,101.06,golang_go
2015-03-01,9.26,grafana_grafana
2015-03-01,43.61,grpc_grpc
2015-03-01,0.5,homeassistant_core
2015-03-01,13.57,Homebrew_homebrewcask
2015-03-01,22.38,jitsi_jitsimeet
2015-03-01,406.0,jlord_patchwork
2015-03-01,8.25,joomla_joomlacms
2015-03-01,52.91,JuliaLang_julia
2015-03-01,180.97,kubernetes_kubernetes
2015-03-01,108.36,laravel_framework
2015-03-01,10.76,magento_magento2
2015-03-01,3.29,MarlinFirmware_Marlin
2015-03-01,126.73,matplotlib_matplotlib
2015-03-01,34.2,microsoft_TypeScript
2015-03-01,20.05,mrdoob_three.js
2015-03-01,38.58,mui_materialui
2015-03-01,48.62,neovim_neovim
2015-03-01,58.97,NixOS_nixpkgs
2015-03-01,5.37,nodejs_node
2015-03-01,410.06,odoo_odoo
2015-03-01,9.7,openhab_openhabaddons
2015-03-01,25.65,openshift_openshiftdocs
2015-03-01,312.58,openssl_openssl
2015-03-01,216.44,pandasdev_pandas
2015-03-01,913.0,postmanlabs_postmanappsupport
2015-03-01,48.87,qbittorrent_qBittorrent
2015-03-01,1.62,rails_rails
2015-03-01,76.21,rancher_rancher
2015-03-01,243.0,rapid7_metasploitframework
2015-03-01,451.48,redis_redis
2015-03-01,0.4,RPCS3_rpcs3
2015-03-01,123.56,rustlang_rust
2015-03-01,23.34,scikitlearn_scikitlearn
2015-03-01,141.09,scipy_scipy
2015-03-01,0.22,spyderide_spyder
2015-03-01,35.19,symfony_symfony
2015-03-01,54.77,tgstation_tgstation
2015-03-01,41.83,webcompat_webbugs
2015-03-01,3.9,woocommerce_woocommerce
2015-03-01,0.0,xbmc_xbmc
2015-04-01,5.45,AdguardTeam_AdguardFilters
2015-04-01,20.85,angular_angular
2015-04-01,58.62,ansible_ansible
2015-04-01,457.48,ArduPilot_ardupilot
2015-04-01,231.54,Automattic_jetpack
2015-04-01,108.46,Azure_azurepowershell
2015-04-01,153.5,Azure_azuresdkforjava
2015-04-01,295.0,Azure_azuresdkfornet
2015-04-01,63.45,Azure_azuresdkforpython
2015-04-01,85.93,bitcoin_bitcoin
2015-04-01,109.34,CleverRaven_CataclysmDDA
2015-04-01,0.39,cmssw_cmssw
2015-04-01,85.5,cockroachdb_cockroach
2015-04-01,172.73,cypressio_cypress
2015-04-01,908.5,DefinitelyTyped_DefinitelyTyped
2015-04-01,533.27,directus_directus
2015-04-01,33.56,dotnet_aspnetcore
2015-04-01,161.47,dotnet_AspNetCore.Docs
2015-04-01,70.8,dotnet_efcore
2015-04-01,324.34,dotnet_roslyn
2015-04-01,51.24,elastic_elasticsearch
2015-04-01,102.62,elastic_kibana
2015-04-01,14.07,electron_electron
2015-04-01,7.74,facebook_react
2015-04-01,17.07,facebook_reactnative
2015-04-01,965.33,flutter_flutter
2015-04-01,186.43,getsentry_sentry
2015-04-01,278.14,godotengine_godot
2015-04-01,153.51,golang_go
2015-04-01,21.78,grafana_grafana
2015-04-01,128.53,grpc_grpc
2015-04-01,19.1,hashicorp_vault
2015-04-01,24.0,homeassistant_core
2015-04-01,4.77,Homebrew_homebrewcask
2015-04-01,278.84,jitsi_jitsimeet
2015-04-01,162.0,jlord_patchwork
2015-04-01,14.15,joomla_joomlacms
2015-04-01,37.31,JuliaLang_julia
2015-04-01,256.45,kubernetes_kubernetes
2015-04-01,5.1,laravel_framework
2015-04-01,11.71,magento_magento2
2015-04-01,8.72,MarlinFirmware_Marlin
2015-04-01,90.94,matplotlib_matplotlib
2015-04-01,79.22,microsoft_TypeScript
2015-04-01,82.51,mrdoob_three.js
2015-04-01,38.92,mui_materialui
2015-04-01,56.1,neovim_neovim
2015-04-01,93.75,NixOS_nixpkgs
2015-04-01,4.04,nodejs_node
2015-04-01,469.03,odoo_odoo
2015-04-01,13.17,openhab_openhabaddons
2015-04-01,16.0,openshift_openshiftdocs
2015-04-01,71.14,openssl_openssl
2015-04-01,198.09,pandasdev_pandas
2015-04-01,1025.78,postmanlabs_postmanappsupport
2015-04-01,74.23,qbittorrent_qBittorrent
2015-04-01,3.75,rails_rails
2015-04-01,55.41,rancher_rancher
2015-04-01,263.76,rapid7_metasploitframework
2015-04-01,495.79,redis_redis
2015-04-01,2.71,RPCS3_rpcs3
2015-04-01,134.86,rustlang_rust
2015-04-01,27.2,scikitlearn_scikitlearn
2015-04-01,136.57,scipy_scipy
2015-04-01,341.33,spack_spack
2015-04-01,72.75,spyderide_spyder
2015-04-01,33.22,symfony_symfony
2015-04-01,113.9,tgstation_tgstation
2015-04-01,23.21,webcompat_webbugs
2015-04-01,2.62,woocommerce_woocommerce
2015-04-01,0.0,xbmc_xbmc
2015-05-01,1.0,AdguardTeam_AdguardFilters
2015-05-01,89.74,angular_angular
2015-05-01,49.97,ansible_ansible
2015-05-01,4.33,antdesign_antdesign
2015-05-01,445.93,ArduPilot_ardupilot
2015-05-01,73.73,Automattic_jetpack
2015-05-01,106.47,Azure_azurepowershell
2015-05-01,796.0,Azure_azuresdkforjava
2015-05-01,559.38,Azure_azuresdkfornet
2015-05-01,12.73,Azure_azuresdkforpython
2015-05-01,51.41,bitcoin_bitcoin
2015-05-01,26.95,CleverRaven_CataclysmDDA
2015-05-01,3.5,cmssw_cmssw
2015-05-01,12.14,cockroachdb_cockroach
2015-05-01,118.5,cypressio_cypress
2015-05-01,700.38,DefinitelyTyped_DefinitelyTyped
2015-05-01,28.0,directus_directus
2015-05-01,86.36,dotnet_aspnetcore
2015-05-01,105.41,dotnet_AspNetCore.Docs
2015-05-01,0.0,dotnet_docs
2015-05-01,71.42,dotnet_efcore
2015-05-01,243.36,dotnet_roslyn
2015-05-01,40.84,elastic_elasticsearch
2015-05-01,122.75,elastic_kibana
2015-05-01,75.39,electron_electron
2015-05-01,21.52,facebook_react
2015-05-01,16.85,facebook_reactnative
2015-05-01,0.22,flutter_flutter
2015-05-01,64.0,gatsbyjs_gatsby
2015-05-01,49.78,getsentry_sentry
2015-05-01,758.69,godotengine_godot
2015-05-01,104.79,golang_go
2015-05-01,42.11,grafana_grafana
2015-05-01,83.34,grpc_grpc
2015-05-01,19.98,hashicorp_vault
2015-05-01,16.71,homeassistant_core
2015-05-01,9.42,Homebrew_homebrewcask
2015-05-01,161.39,jitsi_jitsimeet
2015-05-01,11.97,joomla_joomlacms
2015-05-01,31.32,JuliaLang_julia
2015-05-01,289.47,kubernetes_kubernetes
2015-05-01,5.5,laravel_framework
2015-05-01,5.58,magento_magento2
2015-05-01,15.72,MarlinFirmware_Marlin
2015-05-01,160.06,matplotlib_matplotlib
2015-05-01,3.0,matrixorg_synapse
2015-05-01,75.23,microsoft_TypeScript
2015-05-01,18.16,mrdoob_three.js
2015-05-01,22.85,mui_materialui
2015-05-01,13.05,neovim_neovim
2015-05-01,14.83,NixOS_nixpkgs
2015-05-01,6.12,nodejs_node
2015-05-01,407.84,odoo_odoo
2015-05-01,0.43,openhab_openhabaddons
2015-05-01,57.44,openshift_openshiftdocs
2015-05-01,98.5,openssl_openssl
2015-05-01,205.38,pandasdev_pandas
2015-05-01,1093.67,postmanlabs_postmanappsupport
2015-05-01,179.73,qbittorrent_qBittorrent
2015-05-01,8.84,rails_rails
2015-05-01,52.95,rancher_rancher
2015-05-01,1.92,rapid7_metasploitframework
2015-05-01,779.04,redis_redis
2015-05-01,37.07,RocketChat_Rocket.Chat
2015-05-01,0.6,RPCS3_rpcs3
2015-05-01,124.81,rustlang_rust
2015-05-01,107.09,scikitlearn_scikitlearn
2015-05-01,206.08,scipy_scipy
2015-05-01,1920.33,spack_spack
2015-05-01,194.61,spyderide_spyder
2015-05-01,43.42,symfony_symfony
2015-05-01,93.3,tgstation_tgstation
2015-05-01,264.55,Ultimaker_Cura
2015-05-01,17.31,webcompat_webbugs
2015-05-01,27.14,woocommerce_woocommerce
2015-05-01,0.0,xbmc_xbmc
2015-06-01,0.76,AdguardTeam_AdguardFilters
2015-06-01,42.49,angular_angular
2015-06-01,40.1,ansible_ansible
2015-06-01,17.31,antdesign_antdesign
2015-06-01,2.16,apache_airflow
2015-06-01,663.09,ArduPilot_ardupilot
2015-06-01,131.29,Automattic_jetpack
2015-06-01,38.81,Azure_azurepowershell
2015-06-01,130.83,Azure_azuresdkforjava
2015-06-01,167.0,Azure_azuresdkfornet
2015-06-01,117.11,Azure_azuresdkforpython
2015-06-01,1.59,bitcoin_bitcoin
2015-06-01,89.16,CleverRaven_CataclysmDDA
2015-06-01,0.0,cmssw_cmssw
2015-06-01,80.08,cockroachdb_cockroach
2015-06-01,2.86,cypressio_cypress
2015-06-01,500.63,DefinitelyTyped_DefinitelyTyped
2015-06-01,674.59,directus_directus
2015-06-01,80.21,dotnet_aspnetcore
2015-06-01,137.2,dotnet_AspNetCore.Docs
2015-06-01,88.0,dotnet_efcore
2015-06-01,316.97,dotnet_roslyn
2015-06-01,41.51,elastic_elasticsearch
2015-06-01,135.28,elastic_kibana
2015-06-01,22.06,electron_electron
2015-06-01,46.89,facebook_react
2015-06-01,13.0,facebook_reactnative
2015-06-01,3.5,flutter_flutter
2015-06-01,96.57,gatsbyjs_gatsby
2015-06-01,204.69,getsentry_sentry
2015-06-01,976.37,godotengine_godot
2015-06-01,90.9,golang_go
2015-06-01,29.66,grafana_grafana
2015-06-01,246.93,grpc_grpc
2015-06-01,30.31,hashicorp_vault
2015-06-01,5.75,homeassistant_core
2015-06-01,1.98,Homebrew_homebrewcask
2015-06-01,8.36,influxdata_telegraf
2015-06-01,21.12,jitsi_jitsimeet
2015-06-01,1.41,joomla_joomlacms
2015-06-01,19.95,JuliaLang_julia
2015-06-01,344.04,kubernetes_kubernetes
2015-06-01,2.86,laravel_framework
2015-06-01,14.33,magento_magento2
2015-06-01,54.84,MarlinFirmware_Marlin
2015-06-01,119.53,matplotlib_matplotlib
2015-06-01,39.67,microsoft_TypeScript
2015-06-01,1.4,mrdoob_three.js
2015-06-01,44.35,mui_materialui
2015-06-01,64.23,neovim_neovim
2015-06-01,27.97,NixOS_nixpkgs
2015-06-01,10.09,nodejs_node
2015-06-01,343.36,odoo_odoo
2015-06-01,5.67,openhab_openhabaddons
2015-06-01,40.2,openshift_openshiftdocs
2015-06-01,4.33,openssl_openssl
2015-06-01,134.08,pandasdev_pandas
2015-06-01,914.29,postmanlabs_postmanappsupport
2015-06-01,141.23,qbittorrent_qBittorrent
2015-06-01,27.42,rails_rails
2015-06-01,50.54,rancher_rancher
2015-06-01,199.89,rapid7_metasploitframework
2015-06-01,358.67,redis_redis
2015-06-01,42.48,RocketChat_Rocket.Chat
2015-06-01,22.29,RPCS3_rpcs3
2015-06-01,99.01,rustlang_rust
2015-06-01,60.75,scikitlearn_scikitlearn
2015-06-01,151.26,scipy_scipy
2015-06-01,855.3,spack_spack
2015-06-01,22.28,spyderide_spyder
2015-06-01,39.93,symfony_symfony
2015-06-01,12.46,systemd_systemd
2015-06-01,58.73,tgstation_tgstation
2015-06-01,55.64,Ultimaker_Cura
2015-06-01,52.0,webcompat_webbugs
2015-06-01,1.55,woocommerce_woocommerce
2015-06-01,0.0,xbmc_xbmc
2015-07-01,12.6,AdguardTeam_AdguardFilters
2015-07-01,62.01,angular_angular
2015-07-01,6.75,ankidroid_AnkiAndroid
2015-07-01,46.23,ansible_ansible
2015-07-01,12.79,antdesign_antdesign
2015-07-01,51.29,apache_airflow
2015-07-01,0.5,apache_superset
2015-07-01,469.64,ArduPilot_ardupilot
2015-07-01,175.82,Automattic_jetpack
2015-07-01,94.06,Azure_azurepowershell
2015-07-01,10.5,Azure_azuresdkforjava
2015-07-01,143.38,Azure_azuresdkfornet
2015-07-01,119.0,Azure_azuresdkforpython
2015-07-01,7.23,bitcoin_bitcoin
2015-07-01,30.74,CleverRaven_CataclysmDDA
2015-07-01,0.0,cmssw_cmssw
2015-07-01,56.14,cockroachdb_cockroach
2015-07-01,204.57,cypressio_cypress
2015-07-01,765.46,DefinitelyTyped_DefinitelyTyped
2015-07-01,218.04,directus_directus
2015-07-01,27.75,dotnet_aspnetcore
2015-07-01,28.0,dotnet_AspNetCore.Docs
2015-07-01,85.17,dotnet_efcore
2015-07-01,303.91,dotnet_roslyn
2015-07-01,41.83,elastic_elasticsearch
2015-07-01,141.96,elastic_kibana
2015-07-01,72.76,electron_electron
2015-07-01,2.37,facebook_react
2015-07-01,9.22,facebook_reactnative
2015-07-01,1332.43,flutter_engine
2015-07-01,1.0,flutter_flutter
2015-07-01,51.0,gatsbyjs_gatsby
2015-07-01,79.92,getsentry_sentry
2015-07-01,845.69,godotengine_godot
2015-07-01,59.2,golang_go
2015-07-01,68.63,grafana_grafana
2015-07-01,252.12,grpc_grpc
2015-07-01,58.29,hashicorp_vault
2015-07-01,9.75,homeassistant_core
2015-07-01,33.8,Homebrew_homebrewcask
2015-07-01,8.87,influxdata_telegraf
2015-07-01,92.85,jitsi_jitsimeet
2015-07-01,202.0,jlord_patchwork
2015-07-01,34.52,joomla_joomlacms
2015-07-01,96.29,JuliaLang_julia
2015-07-01,381.85,kubernetes_kubernetes
2015-07-01,2.86,laravel_framework
2015-07-01,12.45,magento_magento2
2015-07-01,1.95,MarlinFirmware_Marlin
2015-07-01,32.85,matplotlib_matplotlib
2015-07-01,125.73,microsoft_TypeScript
2015-07-01,1.22,mrdoob_three.js
2015-07-01,21.03,mui_materialui
2015-07-01,43.51,neovim_neovim
2015-07-01,37.15,NixOS_nixpkgs
2015-07-01,1.22,nodejs_node
2015-07-01,380.3,odoo_odoo
2015-07-01,1819.44,opencv_opencv
2015-07-01,10.29,openhab_openhabaddons
2015-07-01,161.51,openshift_openshiftdocs
2015-07-01,135.71,openssl_openssl
2015-07-01,81.84,pandasdev_pandas
2015-07-01,107.89,postmanlabs_postmanappsupport
2015-07-01,51.0,ppy_osu
2015-07-01,107.19,qbittorrent_qBittorrent
2015-07-01,12.88,rails_rails
2015-07-01,60.88,rancher_rancher
2015-07-01,62.39,rapid7_metasploitframework
2015-07-01,509.22,redis_redis
2015-07-01,68.79,RocketChat_Rocket.Chat
2015-07-01,0.45,RPCS3_rpcs3
2015-07-01,118.39,rustlang_rust
2015-07-01,27.26,scikitlearn_scikitlearn
2015-07-01,56.45,scipy_scipy
2015-07-01,1918.33,spack_spack
2015-07-01,11.15,spyderide_spyder
2015-07-01,31.26,symfony_symfony
2015-07-01,15.29,systemd_systemd
2015-07-01,0.0,termux_termuxpackages
2015-07-01,80.31,tgstation_tgstation
2015-07-01,10.32,Ultimaker_Cura
2015-07-01,76.88,webcompat_webbugs
2015-07-01,2.45,woocommerce_woocommerce
2015-07-01,0.0,xbmc_xbmc
2015-08-01,2.92,AdguardTeam_AdguardFilters
2015-08-01,50.12,angular_angular
2015-08-01,205.86,ankidroid_AnkiAndroid
2015-08-01,54.85,ansible_ansible
2015-08-01,0.95,antdesign_antdesign
2015-08-01,53.59,apache_airflow
2015-08-01,926.0,apache_superset
2015-08-01,549.02,ArduPilot_ardupilot
2015-08-01,88.62,Automattic_jetpack
2015-08-01,117.47,Azure_azurepowershell
2015-08-01,49.0,Azure_azurerestapispecs
2015-08-01,143.75,Azure_azuresdkforjava
2015-08-01,319.67,Azure_azuresdkfornet
2015-08-01,1.75,Azure_azuresdkforpython
2015-08-01,0.85,bitcoin_bitcoin
2015-08-01,42.64,CleverRaven_CataclysmDDA
2015-08-01,6.95,cmssw_cmssw
2015-08-01,52.49,cockroachdb_cockroach
2015-08-01,27.0,cypressio_cypress
2015-08-01,516.1,DefinitelyTyped_DefinitelyTyped
2015-08-01,1085.44,directus_directus
2015-08-01,126.45,dotnet_aspnetcore
2015-08-01,20.35,dotnet_AspNetCore.Docs
2015-08-01,89.75,dotnet_docs
2015-08-01,43.15,dotnet_efcore
2015-08-01,260.01,dotnet_roslyn
2015-08-01,67.23,elastic_elasticsearch
2015-08-01,131.15,elastic_kibana
2015-08-01,51.93,electron_electron
2015-08-01,41.36,facebook_react
2015-08-01,8.47,facebook_reactnative
2015-08-01,876.24,flutter_engine
2015-08-01,144.71,gatsbyjs_gatsby
2015-08-01,60.94,getsentry_sentry
2015-08-01,1071.38,godotengine_godot
2015-08-01,54.97,golang_go
2015-08-01,38.85,grafana_grafana
2015-08-01,142.83,grpc_grpc
2015-08-01,15.89,hashicorp_vault
2015-08-01,7.76,homeassistant_core
2015-08-01,9.0,homeassistant_homeassistant.io
2015-08-01,5.7,Homebrew_homebrewcask
2015-08-01,1.61,influxdata_telegraf
2015-08-01,100.5,jitsi_jitsimeet
2015-08-01,9.46,joomla_joomlacms
2015-08-01,13.8,JuliaLang_julia
2015-08-01,252.11,kubernetes_kubernetes
2015-08-01,5.75,laravel_framework
2015-08-01,12.83,magento_magento2
2015-08-01,0.6,MarlinFirmware_Marlin
2015-08-01,193.52,matplotlib_matplotlib
2015-08-01,90.36,microsoft_TypeScript
2015-08-01,67.65,mrdoob_three.js
2015-08-01,47.39,mui_materialui
2015-08-01,108.56,neovim_neovim
2015-08-01,30.22,NixOS_nixpkgs
2015-08-01,7.51,nodejs_node
2015-08-01,310.45,odoo_odoo
2015-08-01,559.89,opencv_opencv
2015-08-01,0.88,openhab_openhabaddons
2015-08-01,52.41,openshift_openshiftdocs
2015-08-01,5.67,openssl_openssl
2015-08-01,194.54,oppia_oppia
2015-08-01,30.88,pandasdev_pandas
2015-08-01,125.88,postmanlabs_postmanappsupport
2015-08-01,0.0,ppy_osu
2015-08-01,126.35,qbittorrent_qBittorrent
2015-08-01,4.93,rails_rails
2015-08-01,45.43,rancher_rancher
2015-08-01,66.38,rapid7_metasploitframework
2015-08-01,698.8,redis_redis
2015-08-01,49.12,RocketChat_Rocket.Chat
2015-08-01,27.4,RPCS3_rpcs3
2015-08-01,95.49,rustlang_rust
2015-08-01,4.45,scikitlearn_scikitlearn
2015-08-01,179.64,scipy_scipy
2015-08-01,1391.5,spack_spack
2015-08-01,80.18,spyderide_spyder
2015-08-01,34.18,symfony_symfony
2015-08-01,115.35,systemd_systemd
2015-08-01,0.43,termux_termuxpackages
2015-08-01,105.06,tgstation_tgstation
2015-08-01,5.89,Ultimaker_Cura
2015-08-01,86.11,webcompat_webbugs
2015-08-01,2.39,woocommerce_woocommerce
2015-08-01,0.0,xbmc_xbmc
2015-09-01,1.61,AdguardTeam_AdguardFilters
2015-09-01,60.79,angular_angular
2015-09-01,34.0,ankidroid_AnkiAndroid
2015-09-01,33.21,ansible_ansible
2015-09-01,5.07,antdesign_antdesign
2015-09-01,85.3,apache_airflow
2015-09-01,0.0,apache_superset
2015-09-01,431.9,ArduPilot_ardupilot
2015-09-01,123.26,Automattic_jetpack
2015-09-01,131.55,Azure_azurepowershell
2015-09-01,0.0,Azure_azurerestapispecs
2015-09-01,156.29,Azure_azuresdkforjava
2015-09-01,185.27,Azure_azuresdkfornet
2015-09-01,36.78,Azure_azuresdkforpython
2015-09-01,3.0,bioconda_biocondarecipes
2015-09-01,88.2,bitcoin_bitcoin
2015-09-01,99.49,CleverRaven_CataclysmDDA
2015-09-01,5.35,cmssw_cmssw
2015-09-01,42.95,cockroachdb_cockroach
2015-09-01,1.0,condaforge_stagedrecipes
2015-09-01,147.92,cypressio_cypress
2015-09-01,377.24,DefinitelyTyped_DefinitelyTyped
2015-09-01,1085.96,directus_directus
2015-09-01,84.23,dotnet_aspnetcore
2015-09-01,23.27,dotnet_AspNetCore.Docs
2015-09-01,61.27,dotnet_efcore
2015-09-01,277.08,dotnet_roslyn
2015-09-01,69.89,elastic_elasticsearch
2015-09-01,104.94,elastic_kibana
2015-09-01,52.79,electron_electron
2015-09-01,19.99,facebook_react
2015-09-01,10.27,facebook_reactnative
2015-09-01,1004.22,flutter_engine
2015-09-01,37.69,gatsbyjs_gatsby
2015-09-01,131.63,getsentry_sentry
2015-09-01,586.74,godotengine_godot
2015-09-01,80.14,golang_go
2015-09-01,30.28,grafana_grafana
2015-09-01,709.09,grpc_grpc
2015-09-01,53.22,hashicorp_vault
2015-09-01,87.92,homeassistant_core
2015-09-01,11.0,homeassistant_frontend
2015-09-01,0.55,homeassistant_homeassistant.io
2015-09-01,6.55,Homebrew_homebrewcask
2015-09-01,0.5,influxdata_telegraf
2015-09-01,912.6,jitsi_jitsimeet
2015-09-01,18.69,joomla_joomlacms
2015-09-01,65.53,JuliaLang_julia
2015-09-01,52.96,kubernetes_kubernetes
2015-09-01,3.19,laravel_framework
2015-09-01,24.69,magento_magento2
2015-09-01,4.12,MarlinFirmware_Marlin
2015-09-01,107.9,matplotlib_matplotlib
2015-09-01,57.21,microsoft_TypeScript
2015-09-01,4.94,mrdoob_three.js
2015-09-01,89.49,mui_materialui
2015-09-01,59.78,neovim_neovim
2015-09-01,38.42,NixOS_nixpkgs
2015-09-01,18.14,nodejs_node
2015-09-01,222.69,odoo_odoo
2015-09-01,698.45,opencv_opencv
2015-09-01,3.77,openhab_openhabaddons
2015-09-01,272.55,openshift_openshiftdocs
2015-09-01,77.25,openssl_openssl
2015-09-01,170.5,oppia_oppia
2015-09-01,145.99,pandasdev_pandas
