active_dates_and_times.Time,active_dates_and_times,active_dates_and_times.name
2015-05-01,49.0,JetBrains_swot
2015-05-01,148.0,jitsi_jitsimeet
2015-05-01,456.0,jlord_patchwork
2015-05-01,439.0,joomla_joomlacms
2015-05-01,689.0,JuliaLang_julia
2015-05-01,244.0,keycloak_keycloak
2015-05-01,496.0,kubernetes_kubernetes
2015-05-01,275.0,laravel_framework
2015-05-01,250.0,magento_magento2
2015-05-01,495.0,MarlinFirmware_Marlin
2015-05-01,346.0,matplotlib_matplotlib
2015-05-01,105.0,matrixorg_synapse
2015-05-01,483.0,microsoft_TypeScript
2015-05-01,603.0,mrdoob_three.js
2015-05-01,451.0,mui_materialui
2015-05-01,552.0,neovim_neovim
2015-05-01,677.0,NixOS_nixpkgs
2015-05-01,608.0,nodejs_node
2015-05-01,354.0,obsproject_obsstudio
2015-05-01,374.0,odoo_odoo
2015-05-01,290.0,opencv_opencv
2015-05-01,324.0,openhab_openhabaddons
2015-05-01,186.0,openshift_openshiftdocs
2015-05-01,189.0,openssl_openssl
2015-05-01,232.0,pandasdev_pandas
2015-05-01,556.0,php_phpsrc
2015-05-01,103.0,postmanlabs_postmanappsupport
2015-05-01,10.0,ppy_osu
2015-05-01,242.0,PrestaShop_PrestaShop
2015-05-01,375.0,qbittorrent_qBittorrent
2015-05-01,334.0,qgis_QGIS
2015-05-01,83.0,qmk_qmk_firmware
2015-05-01,633.0,rails_rails
2015-05-01,204.0,rancher_rancher
2015-05-01,294.0,rapid7_metasploitframework
2015-05-01,240.0,redis_redis
2015-05-01,159.0,RocketChat_Rocket.Chat
2015-05-01,287.0,RPCS3_rpcs3
2015-05-01,195.0,rstudio_rstudio
2015-05-01,768.0,rustlang_rust
2015-05-01,364.0,scikitlearn_scikitlearn
2015-05-01,316.0,scipy_scipy
2015-05-01,86.0,spack_spack
2015-05-01,291.0,spyderide_spyder
2015-05-01,322.0,symfony_symfony
2015-05-01,353.0,systemd_systemd
2015-05-01,508.0,tgstation_tgstation
2015-05-01,104.0,Ultimaker_Cura
2015-05-01,146.0,webcompat_webbugs
2015-05-01,200.0,woocommerce_woocommerce
2015-05-01,453.0,xbmc_xbmc
2015-06-01,95.0,AdguardTeam_AdguardFilters
2015-06-01,281.0,angular_angular
2015-06-01,135.0,ankidroid_AnkiAndroid
2015-06-01,414.0,ansible_ansible
2015-06-01,263.0,antdesign_antdesign
2015-06-01,427.0,apache_airflow
2015-06-01,202.0,apache_flink
2015-06-01,670.0,apache_spark
2015-06-01,409.0,ArduPilot_ardupilot
2015-06-01,342.0,Automattic_jetpack
2015-06-01,241.0,Azure_azurepowershell
2015-06-01,44.0,Azure_azuresdkforjava
2015-06-01,223.0,Azure_azuresdkfornet
2015-06-01,87.0,Azure_azuresdkforpython
2015-06-01,459.0,bitcoin_bitcoin
2015-06-01,449.0,ceph_ceph
2015-06-01,522.0,CleverRaven_CataclysmDDA
2015-06-01,407.0,cmssw_cmssw
2015-06-01,392.0,cockroachdb_cockroach
2015-06-01,78.0,cypressio_cypress
2015-06-01,285.0,darktableorg_darktable
2015-06-01,359.0,DefinitelyTyped_DefinitelyTyped
2015-06-01,124.0,directus_directus
2015-06-01,298.0,dotnet_aspnetcore
2015-06-01,148.0,dotnet_AspNetCore.Docs
2015-06-01,107.0,dotnet_docs
2015-06-01,283.0,dotnet_efcore
2015-06-01,269.0,dotnet_roslyn
2015-06-01,465.0,elastic_elasticsearch
2015-06-01,294.0,elastic_kibana
2015-06-01,433.0,electron_electron
2015-06-01,504.0,facebook_react
2015-06-01,390.0,facebook_reactnative
2015-06-01,119.0,flutter_flutter
2015-06-01,68.0,gatsbyjs_gatsby
2015-06-01,306.0,getsentry_sentry
2015-06-01,314.0,godotengine_godot
2015-06-01,464.0,golang_go
2015-06-01,365.0,gradle_gradle
2015-06-01,411.0,grafana_grafana
2015-06-01,289.0,grpc_grpc
2015-06-01,360.0,hashicorp_vault
2015-06-01,288.0,homeassistant_core
2015-06-01,62.0,homeassistant_homeassistant.io
2015-06-01,318.0,Homebrew_homebrewcask
2015-06-01,118.0,influxdata_telegraf
2015-06-01,68.0,JetBrains_swot
2015-06-01,148.0,jitsi_jitsimeet
2015-06-01,394.0,jlord_patchwork
2015-06-01,516.0,joomla_joomlacms
2015-06-01,563.0,JuliaLang_julia
2015-06-01,223.0,keycloak_keycloak
2015-06-01,413.0,kubernetes_kubernetes
2015-06-01,458.0,laravel_framework
2015-06-01,337.0,magento_magento2
2015-06-01,295.0,MarlinFirmware_Marlin
2015-06-01,362.0,matplotlib_matplotlib
2015-06-01,116.0,matrixorg_synapse
2015-06-01,396.0,microsoft_TypeScript
2015-06-01,484.0,mrdoob_three.js
2015-06-01,583.0,mui_materialui
2015-06-01,517.0,neovim_neovim
2015-06-01,524.0,NixOS_nixpkgs
2015-06-01,546.0,nodejs_node
2015-06-01,314.0,obsproject_obsstudio
2015-06-01,336.0,odoo_odoo
2015-06-01,345.0,opencv_opencv
2015-06-01,290.0,openhab_openhabaddons
2015-06-01,298.0,openshift_openshiftdocs
2015-06-01,243.0,openssl_openssl
2015-06-01,308.0,pandasdev_pandas
2015-06-01,448.0,php_phpsrc
2015-06-01,166.0,postmanlabs_postmanappsupport
2015-06-01,30.0,ppy_osu
2015-06-01,207.0,PrestaShop_PrestaShop
2015-06-01,419.0,qbittorrent_qBittorrent
2015-06-01,439.0,qgis_QGIS
2015-06-01,51.0,qmk_qmk_firmware
2015-06-01,353.0,rails_rails
2015-06-01,349.0,rancher_rancher
2015-06-01,288.0,rapid7_metasploitframework
2015-06-01,525.0,redis_redis
2015-06-01,594.0,RocketChat_Rocket.Chat
2015-06-01,269.0,RPCS3_rpcs3
2015-06-01,272.0,rstudio_rstudio
2015-06-01,618.0,rustlang_rust
2015-06-01,261.0,scikitlearn_scikitlearn
2015-06-01,298.0,scipy_scipy
2015-06-01,68.0,spack_spack
2015-06-01,303.0,spyderide_spyder
2015-06-01,339.0,symfony_symfony
2015-06-01,355.0,systemd_systemd
2015-06-01,71.0,termux_termuxpackages
2015-06-01,676.0,tgstation_tgstation
2015-06-01,257.0,Ultimaker_Cura
2015-06-01,363.0,webcompat_webbugs
2015-06-01,248.0,woocommerce_woocommerce
2015-06-01,539.0,xbmc_xbmc
2015-07-01,148.0,AdguardTeam_AdguardFilters
2015-07-01,405.0,angular_angular
2015-07-01,134.0,ankidroid_AnkiAndroid
2015-07-01,555.0,ansible_ansible
2015-07-01,273.0,antdesign_antdesign
2015-07-01,291.0,apache_airflow
2015-07-01,148.0,apache_flink
2015-07-01,673.0,apache_spark
2015-07-01,80.0,apache_superset
2015-07-01,456.0,ArduPilot_ardupilot
2015-07-01,271.0,Automattic_jetpack
2015-07-01,187.0,Azure_azurepowershell
2015-07-01,47.0,Azure_azuresdkforjava
2015-07-01,223.0,Azure_azuresdkfornet
2015-07-01,90.0,Azure_azuresdkforpython
2015-07-01,408.0,bitcoin_bitcoin
2015-07-01,452.0,ceph_ceph
2015-07-01,606.0,CleverRaven_CataclysmDDA
2015-07-01,516.0,cmssw_cmssw
2015-07-01,179.0,cockroachdb_cockroach
2015-07-01,70.0,cypressio_cypress
2015-07-01,218.0,darktableorg_darktable
2015-07-01,336.0,DefinitelyTyped_DefinitelyTyped
2015-07-01,166.0,directus_directus
2015-07-01,440.0,dotnet_aspnetcore
2015-07-01,219.0,dotnet_AspNetCore.Docs
2015-07-01,36.0,dotnet_docs
2015-07-01,221.0,dotnet_efcore
2015-07-01,323.0,dotnet_roslyn
2015-07-01,410.0,elastic_elasticsearch
2015-07-01,397.0,elastic_kibana
2015-07-01,657.0,electron_electron
2015-07-01,533.0,facebook_react
2015-07-01,501.0,facebook_reactnative
2015-07-01,165.0,flutter_engine
2015-07-01,205.0,flutter_flutter
2015-07-01,121.0,gatsbyjs_gatsby
2015-07-01,313.0,getsentry_sentry
2015-07-01,604.0,godotengine_godot
2015-07-01,614.0,golang_go
2015-07-01,328.0,gradle_gradle
2015-07-01,333.0,grafana_grafana
2015-07-01,362.0,grpc_grpc
2015-07-01,226.0,hashicorp_vault
2015-07-01,205.0,homeassistant_core
2015-07-01,81.0,homeassistant_frontend
2015-07-01,60.0,homeassistant_homeassistant.io
2015-07-01,333.0,Homebrew_homebrewcask
2015-07-01,166.0,influxdata_telegraf
2015-07-01,55.0,JetBrains_swot
2015-07-01,209.0,jitsi_jitsimeet
2015-07-01,682.0,jlord_patchwork
2015-07-01,384.0,joomla_joomlacms
2015-07-01,550.0,JuliaLang_julia
2015-07-01,234.0,keycloak_keycloak
2015-07-01,499.0,kubernetes_kubernetes
2015-07-01,319.0,laravel_framework
2015-07-01,183.0,magento_magento2
2015-07-01,384.0,MarlinFirmware_Marlin
2015-07-01,490.0,matplotlib_matplotlib
2015-07-01,144.0,matrixorg_synapse
2015-07-01,409.0,microsoft_TypeScript
2015-07-01,519.0,mrdoob_three.js
2015-07-01,483.0,mui_materialui
2015-07-01,478.0,neovim_neovim
2015-07-01,503.0,NixOS_nixpkgs
2015-07-01,440.0,nodejs_node
2015-07-01,255.0,obsproject_obsstudio
2015-07-01,316.0,odoo_odoo
2015-07-01,54.0,opencv_opencv
2015-07-01,277.0,openhab_openhabaddons
2015-07-01,300.0,openshift_openshiftdocs
2015-07-01,140.0,openssl_openssl
2015-07-01,344.0,pandasdev_pandas
2015-07-01,460.0,php_phpsrc
2015-07-01,162.0,postmanlabs_postmanappsupport
2015-07-01,10.0,ppy_osu
2015-07-01,216.0,PrestaShop_PrestaShop
2015-07-01,315.0,qbittorrent_qBittorrent
2015-07-01,311.0,qgis_QGIS
2015-07-01,47.0,qmk_qmk_firmware
2015-07-01,590.0,rails_rails
2015-07-01,303.0,rancher_rancher
2015-07-01,332.0,rapid7_metasploitframework
2015-07-01,283.0,redis_redis
2015-07-01,360.0,RocketChat_Rocket.Chat
2015-07-01,123.0,RPCS3_rpcs3
2015-07-01,258.0,rstudio_rstudio
2015-07-01,557.0,rustlang_rust
2015-07-01,537.0,scikitlearn_scikitlearn
2015-07-01,386.0,scipy_scipy
2015-07-01,41.0,spack_spack
2015-07-01,232.0,spyderide_spyder
2015-07-01,484.0,symfony_symfony
2015-07-01,494.0,systemd_systemd
2015-07-01,214.0,termux_termuxpackages
2015-07-01,601.0,tgstation_tgstation
2015-07-01,220.0,Ultimaker_Cura
2015-07-01,239.0,webcompat_webbugs
2015-07-01,70.0,woocommerce_woocommerce
2015-07-01,597.0,xbmc_xbmc
2015-08-01,85.0,AdguardTeam_AdguardFilters
2015-08-01,383.0,angular_angular
2015-08-01,261.0,ankidroid_AnkiAndroid
2015-08-01,439.0,ansible_ansible
2015-08-01,322.0,antdesign_antdesign
2015-08-01,301.0,apache_airflow
2015-08-01,277.0,apache_flink
2015-08-01,620.0,apache_spark
2015-08-01,108.0,apache_superset
2015-08-01,418.0,ArduPilot_ardupilot
2015-08-01,365.0,Automattic_jetpack
2015-08-01,203.0,Azure_azurepowershell
2015-08-01,60.0,Azure_azurerestapispecs
2015-08-01,131.0,Azure_azuresdkforjava
2015-08-01,212.0,Azure_azuresdkfornet
2015-08-01,40.0,Azure_azuresdkforpython
2015-08-01,304.0,bitcoin_bitcoin
2015-08-01,538.0,ceph_ceph
2015-08-01,469.0,CleverRaven_CataclysmDDA
2015-08-01,516.0,cmssw_cmssw
2015-08-01,365.0,cockroachdb_cockroach
2015-08-01,53.0,cypressio_cypress
2015-08-01,188.0,darktableorg_darktable
