change_requests_reviews.Time,change_requests_reviews,change_requests_reviews.name
2015-02-01,190.0,JuliaLang_julia
2015-02-01,1773.0,kubernetes_kubernetes
2015-02-01,228.0,laravel_framework
2015-02-01,2.0,magento_magento2
2015-02-01,11.0,MarlinFirmware_Marlin
2015-02-01,167.0,matplotlib_matplotlib
2015-02-01,56.0,matrixorg_synapse
2015-02-01,734.0,microsoft_TypeScript
2015-02-01,15.0,mrdoob_three.js
2015-02-01,212.0,neovim_neovim
2015-02-01,140.0,NixOS_nixpkgs
2015-02-01,2.0,obsproject_obsstudio
2015-02-01,742.0,odoo_odoo
2015-02-01,74.0,opencv_opencv
2015-02-01,3.0,openhab_openhabaddons
2015-02-01,173.0,openshift_openshiftdocs
2015-02-01,367.0,pandasdev_pandas
2015-02-01,180.0,php_phpsrc
2015-02-01,1.0,PrestaShop_PrestaShop
2015-02-01,45.0,qbittorrent_qBittorrent
2015-02-01,7.0,qgis_QGIS
2015-02-01,709.0,rails_rails
2015-02-01,3.0,rancher_rancher
2015-02-01,282.0,rapid7_metasploitframework
2015-02-01,17.0,redis_redis
2015-02-01,10.0,RPCS3_rpcs3
2015-02-01,12.0,rstudio_rstudio
2015-02-01,1016.0,rustlang_rust
2015-02-01,474.0,scikitlearn_scikitlearn
2015-02-01,120.0,scipy_scipy
2015-02-01,10.0,spyderide_spyder
2015-02-01,254.0,symfony_symfony
2015-02-01,362.0,tgstation_tgstation
2015-02-01,439.0,xbmc_xbmc
2015-03-01,321.0,angular_angular
2015-03-01,128.0,ankidroid_AnkiAndroid
2015-03-01,56.0,ansible_ansible
2015-03-01,269.0,apache_flink
2015-03-01,2108.0,apache_spark
2015-03-01,5.0,ArduPilot_ardupilot
2015-03-01,115.0,Automattic_jetpack
2015-03-01,221.0,Azure_azurepowershell
2015-03-01,3.0,Azure_azuresdkfornet
2015-03-01,3.0,Azure_azuresdkforpython
2015-03-01,91.0,bitcoin_bitcoin
2015-03-01,184.0,ceph_ceph
2015-03-01,476.0,CleverRaven_CataclysmDDA
2015-03-01,327.0,cmssw_cmssw
2015-03-01,376.0,cockroachdb_cockroach
2015-03-01,6.0,darktableorg_darktable
2015-03-01,42.0,DefinitelyTyped_DefinitelyTyped
2015-03-01,1.0,directus_directus
2015-03-01,2.0,dotnet_aspnetcore
2015-03-01,3.0,dotnet_AspNetCore.Docs
2015-03-01,375.0,dotnet_efcore
2015-03-01,1707.0,dotnet_roslyn
2015-03-01,635.0,elastic_elasticsearch
2015-03-01,64.0,elastic_kibana
2015-03-01,67.0,electron_electron
2015-03-01,107.0,facebook_react
2015-03-01,97.0,facebook_reactnative
2015-03-01,2.0,godotengine_godot
2015-03-01,17.0,gradle_gradle
2015-03-01,2.0,grafana_grafana
2015-03-01,158.0,grpc_grpc
2015-03-01,57.0,homeassistant_core
2015-03-01,136.0,Homebrew_homebrewcask
2015-03-01,184.0,joomla_joomlacms
2015-03-01,260.0,JuliaLang_julia
2015-03-01,2.0,keycloak_keycloak
2015-03-01,3315.0,kubernetes_kubernetes
2015-03-01,260.0,laravel_framework
2015-03-01,68.0,MarlinFirmware_Marlin
2015-03-01,327.0,matplotlib_matplotlib
2015-03-01,45.0,matrixorg_synapse
2015-03-01,629.0,microsoft_TypeScript
2015-03-01,47.0,mrdoob_three.js
2015-03-01,9.0,mui_materialui
2015-03-01,569.0,neovim_neovim
2015-03-01,246.0,NixOS_nixpkgs
2015-03-01,1190.0,odoo_odoo
2015-03-01,81.0,opencv_opencv
2015-03-01,88.0,openhab_openhabaddons
2015-03-01,147.0,openshift_openshiftdocs
2015-03-01,246.0,pandasdev_pandas
2015-03-01,186.0,php_phpsrc
2015-03-01,76.0,PrestaShop_PrestaShop
2015-03-01,26.0,qbittorrent_qBittorrent
2015-03-01,463.0,rails_rails
2015-03-01,220.0,rapid7_metasploitframework
2015-03-01,3.0,redis_redis
2015-03-01,27.0,rstudio_rstudio
2015-03-01,850.0,rustlang_rust
2015-03-01,442.0,scikitlearn_scikitlearn
2015-03-01,267.0,scipy_scipy
2015-03-01,3.0,spack_spack
2015-03-01,54.0,spyderide_spyder
2015-03-01,754.0,symfony_symfony
2015-03-01,415.0,tgstation_tgstation
2015-03-01,2.0,woocommerce_woocommerce
2015-03-01,432.0,xbmc_xbmc
2015-04-01,602.0,angular_angular
2015-04-01,3.0,ankidroid_AnkiAndroid
2015-04-01,22.0,ansible_ansible
2015-04-01,304.0,apache_flink
2015-04-01,3272.0,apache_spark
2015-04-01,19.0,ArduPilot_ardupilot
2015-04-01,49.0,Automattic_jetpack
2015-04-01,27.0,Azure_azuresdkfornet
2015-04-01,1.0,Azure_azuresdkforpython
2015-04-01,253.0,bitcoin_bitcoin
2015-04-01,195.0,ceph_ceph
2015-04-01,286.0,CleverRaven_CataclysmDDA
2015-04-01,143.0,cmssw_cmssw
2015-04-01,1191.0,cockroachdb_cockroach
2015-04-01,4.0,darktableorg_darktable
2015-04-01,53.0,DefinitelyTyped_DefinitelyTyped
2015-04-01,5.0,dotnet_aspnetcore
2015-04-01,130.0,dotnet_AspNetCore.Docs
2015-04-01,167.0,dotnet_efcore
2015-04-01,1103.0,dotnet_roslyn
2015-04-01,1671.0,elastic_elasticsearch
2015-04-01,142.0,elastic_kibana
2015-04-01,63.0,electron_electron
2015-04-01,168.0,facebook_react
2015-04-01,149.0,facebook_reactnative
2015-04-01,3.0,getsentry_sentry
2015-04-01,3.0,grafana_grafana
2015-04-01,361.0,grpc_grpc
2015-04-01,41.0,homeassistant_core
2015-04-01,14.0,homeassistant_homeassistant.io
2015-04-01,211.0,Homebrew_homebrewcask
2015-04-01,50.0,joomla_joomlacms
2015-04-01,239.0,JuliaLang_julia
2015-04-01,18.0,keycloak_keycloak
2015-04-01,3589.0,kubernetes_kubernetes
2015-04-01,210.0,laravel_framework
2015-04-01,6.0,magento_magento2
2015-04-01,62.0,MarlinFirmware_Marlin
2015-04-01,297.0,matplotlib_matplotlib
2015-04-01,33.0,matrixorg_synapse
2015-04-01,490.0,microsoft_TypeScript
2015-04-01,70.0,mrdoob_three.js
2015-04-01,1.0,mui_materialui
2015-04-01,858.0,neovim_neovim
2015-04-01,249.0,NixOS_nixpkgs
2015-04-01,448.0,odoo_odoo
2015-04-01,39.0,opencv_opencv
2015-04-01,205.0,openhab_openhabaddons
2015-04-01,177.0,openshift_openshiftdocs
2015-04-01,384.0,pandasdev_pandas
2015-04-01,45.0,php_phpsrc
2015-04-01,1.0,postmanlabs_postmanappsupport
2015-04-01,39.0,PrestaShop_PrestaShop
2015-04-01,10.0,qbittorrent_qBittorrent
2015-04-01,60.0,qgis_QGIS
2015-04-01,393.0,rails_rails
2015-04-01,4.0,rancher_rancher
2015-04-01,297.0,rapid7_metasploitframework
2015-04-01,12.0,redis_redis
2015-04-01,38.0,RPCS3_rpcs3
2015-04-01,55.0,rstudio_rstudio
2015-04-01,931.0,rustlang_rust
2015-04-01,595.0,scikitlearn_scikitlearn
2015-04-01,140.0,scipy_scipy
2015-04-01,517.0,spyderide_spyder
2015-04-01,661.0,symfony_symfony
2015-04-01,446.0,tgstation_tgstation
2015-04-01,7.0,woocommerce_woocommerce
2015-04-01,296.0,xbmc_xbmc
2015-05-01,675.0,angular_angular
2015-05-01,14.0,ankidroid_AnkiAndroid
2015-05-01,8.0,ansible_ansible
2015-05-01,391.0,apache_flink
2015-05-01,3047.0,apache_spark
2015-05-01,14.0,ArduPilot_ardupilot
2015-05-01,105.0,Automattic_jetpack
2015-05-01,37.0,Azure_azurepowershell
2015-05-01,29.0,Azure_azuresdkfornet
2015-05-01,8.0,Azure_azuresdkforpython
2015-05-01,203.0,bitcoin_bitcoin
2015-05-01,177.0,ceph_ceph
2015-05-01,326.0,CleverRaven_CataclysmDDA
2015-05-01,490.0,cmssw_cmssw
2015-05-01,1427.0,cockroachdb_cockroach
2015-05-01,8.0,darktableorg_darktable
2015-05-01,58.0,DefinitelyTyped_DefinitelyTyped
2015-05-01,3.0,dotnet_aspnetcore
2015-05-01,154.0,dotnet_AspNetCore.Docs
2015-05-01,3.0,dotnet_docs
2015-05-01,192.0,dotnet_efcore
2015-05-01,1150.0,dotnet_roslyn
2015-05-01,1048.0,elastic_elasticsearch
2015-05-01,147.0,elastic_kibana
2015-05-01,125.0,electron_electron
2015-05-01,190.0,facebook_react
2015-05-01,116.0,facebook_reactnative
2015-05-01,5.0,flutter_flutter
2015-05-01,5.0,gradle_gradle
2015-05-01,5.0,grafana_grafana
2015-05-01,241.0,grpc_grpc
2015-05-01,55.0,hashicorp_vault
2015-05-01,139.0,homeassistant_core
2015-05-01,171.0,Homebrew_homebrewcask
2015-05-01,97.0,joomla_joomlacms
2015-05-01,611.0,JuliaLang_julia
2015-05-01,14.0,keycloak_keycloak
2015-05-01,3108.0,kubernetes_kubernetes
2015-05-01,178.0,laravel_framework
2015-05-01,8.0,magento_magento2
2015-05-01,107.0,MarlinFirmware_Marlin
2015-05-01,93.0,matplotlib_matplotlib
2015-05-01,29.0,matrixorg_synapse
2015-05-01,725.0,microsoft_TypeScript
2015-05-01,39.0,mrdoob_three.js
2015-05-01,11.0,mui_materialui
2015-05-01,937.0,neovim_neovim
2015-05-01,290.0,NixOS_nixpkgs
2015-05-01,7.0,nodejs_node
2015-05-01,72.0,odoo_odoo
2015-05-01,89.0,opencv_opencv
2015-05-01,373.0,openhab_openhabaddons
2015-05-01,266.0,openshift_openshiftdocs
2015-05-01,224.0,pandasdev_pandas
2015-05-01,83.0,php_phpsrc
2015-05-01,27.0,PrestaShop_PrestaShop
2015-05-01,6.0,qbittorrent_qBittorrent
2015-05-01,56.0,qgis_QGIS
2015-05-01,334.0,rails_rails
2015-05-01,1.0,rancher_rancher
2015-05-01,376.0,rapid7_metasploitframework
2015-05-01,1.0,redis_redis
2015-05-01,10.0,RPCS3_rpcs3
2015-05-01,12.0,rstudio_rstudio
2015-05-01,874.0,rustlang_rust
2015-05-01,506.0,scikitlearn_scikitlearn
2015-05-01,185.0,scipy_scipy
2015-05-01,115.0,spyderide_spyder
2015-05-01,543.0,symfony_symfony
2015-05-01,204.0,tgstation_tgstation
2015-05-01,572.0,xbmc_xbmc
2015-06-01,509.0,angular_angular
2015-06-01,27.0,ankidroid_AnkiAndroid
2015-06-01,13.0,ansible_ansible
2015-06-01,5.0,antdesign_antdesign
2015-06-01,16.0,apache_airflow
2015-06-01,435.0,apache_flink
2015-06-01,3535.0,apache_spark
2015-06-01,5.0,ArduPilot_ardupilot
2015-06-01,160.0,Automattic_jetpack
2015-06-01,75.0,Azure_azurepowershell
2015-06-01,17.0,Azure_azuresdkfornet
2015-06-01,294.0,bitcoin_bitcoin
2015-06-01,284.0,ceph_ceph
2015-06-01,241.0,CleverRaven_CataclysmDDA
2015-06-01,335.0,cmssw_cmssw
2015-06-01,2164.0,cockroachdb_cockroach
2015-06-01,43.0,darktableorg_darktable
2015-06-01,58.0,DefinitelyTyped_DefinitelyTyped
2015-06-01,78.0,dotnet_AspNetCore.Docs
2015-06-01,12.0,dotnet_docs
2015-06-01,198.0,dotnet_efcore
2015-06-01,662.0,dotnet_roslyn
2015-06-01,1209.0,elastic_elasticsearch
2015-06-01,70.0,elastic_kibana
2015-06-01,208.0,electron_electron
2015-06-01,157.0,facebook_react
2015-06-01,161.0,facebook_reactnative
2015-06-01,306.0,grpc_grpc
2015-06-01,72.0,hashicorp_vault
2015-06-01,75.0,homeassistant_core
2015-06-01,1.0,homeassistant_homeassistant.io
2015-06-01,158.0,Homebrew_homebrewcask
2015-06-01,2.0,influxdata_telegraf
2015-06-01,113.0,joomla_joomlacms
2015-06-01,805.0,JuliaLang_julia
2015-06-01,6.0,keycloak_keycloak
2015-06-01,2871.0,kubernetes_kubernetes
2015-06-01,437.0,laravel_framework
2015-06-01,6.0,magento_magento2
2015-06-01,25.0,MarlinFirmware_Marlin
2015-06-01,175.0,matplotlib_matplotlib
2015-06-01,1.0,matrixorg_synapse
2015-06-01,1027.0,microsoft_TypeScript
2015-06-01,31.0,mrdoob_three.js
2015-06-01,16.0,mui_materialui
2015-06-01,322.0,neovim_neovim
2015-06-01,221.0,NixOS_nixpkgs
2015-06-01,312.0,odoo_odoo
2015-06-01,110.0,opencv_opencv
2015-06-01,659.0,openshift_openshiftdocs
2015-06-01,325.0,pandasdev_pandas
2015-06-01,56.0,php_phpsrc
2015-06-01,12.0,PrestaShop_PrestaShop
2015-06-01,138.0,qbittorrent_qBittorrent
2015-06-01,16.0,qgis_QGIS
2015-06-01,325.0,rails_rails
2015-06-01,5.0,rancher_rancher
2015-06-01,196.0,rapid7_metasploitframework
2015-06-01,2.0,RocketChat_Rocket.Chat
2015-06-01,14.0,RPCS3_rpcs3
2015-06-01,12.0,rstudio_rstudio
2015-06-01,614.0,rustlang_rust
2015-06-01,757.0,scikitlearn_scikitlearn
2015-06-01,145.0,scipy_scipy
2015-06-01,2.0,spack_spack
2015-06-01,146.0,spyderide_spyder
2015-06-01,566.0,symfony_symfony
2015-06-01,78.0,systemd_systemd
2015-06-01,576.0,tgstation_tgstation
2015-06-01,3.0,woocommerce_woocommerce
2015-06-01,323.0,xbmc_xbmc
2015-07-01,567.0,angular_angular
2015-07-01,19.0,ankidroid_AnkiAndroid
2015-07-01,62.0,ansible_ansible
2015-07-01,59.0,antdesign_antdesign
2015-07-01,62.0,apache_airflow
2015-07-01,377.0,apache_flink
2015-07-01,5618.0,apache_spark
2015-07-01,53.0,ArduPilot_ardupilot
2015-07-01,52.0,Automattic_jetpack
2015-07-01,90.0,Azure_azurepowershell
2015-07-01,31.0,Azure_azuresdkfornet
2015-07-01,318.0,bitcoin_bitcoin
2015-07-01,193.0,ceph_ceph
2015-07-01,273.0,CleverRaven_CataclysmDDA
2015-07-01,246.0,cmssw_cmssw
2015-07-01,1521.0,cockroachdb_cockroach
2015-07-01,26.0,darktableorg_darktable
2015-07-01,59.0,DefinitelyTyped_DefinitelyTyped
2015-07-01,105.0,dotnet_AspNetCore.Docs
2015-07-01,32.0,dotnet_docs
2015-07-01,316.0,dotnet_efcore
2015-07-01,655.0,dotnet_roslyn
2015-07-01,1476.0,elastic_elasticsearch
2015-07-01,66.0,elastic_kibana
2015-07-01,107.0,electron_electron
2015-07-01,124.0,facebook_react
2015-07-01,139.0,facebook_reactnative
2015-07-01,249.0,flutter_engine
2015-07-01,19.0,getsentry_sentry
2015-07-01,3.0,gradle_gradle
2015-07-01,2.0,grafana_grafana
2015-07-01,427.0,grpc_grpc
2015-07-01,157.0,hashicorp_vault
2015-07-01,41.0,homeassistant_core
2015-07-01,7.0,homeassistant_frontend
2015-07-01,175.0,Homebrew_homebrewcask
2015-07-01,18.0,influxdata_telegraf
2015-07-01,8.0,jitsi_jitsimeet
2015-07-01,1.0,jlord_patchwork
2015-07-01,198.0,joomla_joomlacms
2015-07-01,557.0,JuliaLang_julia
2015-07-01,1.0,keycloak_keycloak
2015-07-01,3693.0,kubernetes_kubernetes
2015-07-01,112.0,laravel_framework
2015-07-01,5.0,magento_magento2
2015-07-01,62.0,MarlinFirmware_Marlin
2015-07-01,283.0,matplotlib_matplotlib
2015-07-01,13.0,matrixorg_synapse
2015-07-01,519.0,microsoft_TypeScript
2015-07-01,129.0,mrdoob_three.js
2015-07-01,81.0,mui_materialui
2015-07-01,411.0,neovim_neovim
2015-07-01,211.0,NixOS_nixpkgs
2015-07-01,5.0,obsproject_obsstudio
2015-07-01,767.0,odoo_odoo
2015-07-01,47.0,opencv_opencv
2015-07-01,6.0,openhab_openhabaddons
2015-07-01,192.0,openshift_openshiftdocs
2015-07-01,1.0,openssl_openssl
2015-07-01,473.0,pandasdev_pandas
2015-07-01,56.0,php_phpsrc
2015-07-01,6.0,PrestaShop_PrestaShop
2015-07-01,89.0,qbittorrent_qBittorrent
2015-07-01,46.0,qgis_QGIS
2015-07-01,391.0,rails_rails
2015-07-01,6.0,rancher_rancher
2015-07-01,315.0,rapid7_metasploitframework
2015-07-01,8.0,redis_redis
2015-07-01,14.0,RocketChat_Rocket.Chat
2015-07-01,41.0,RPCS3_rpcs3
2015-07-01,22.0,rstudio_rstudio
2015-07-01,1512.0,rustlang_rust
2015-07-01,587.0,scikitlearn_scikitlearn
2015-07-01,244.0,scipy_scipy
2015-07-01,144.0,spyderide_spyder
2015-07-01,362.0,symfony_symfony
2015-07-01,84.0,systemd_systemd
2015-07-01,561.0,tgstation_tgstation
2015-07-01,4.0,woocommerce_woocommerce
2015-07-01,525.0,xbmc_xbmc
2015-08-01,423.0,angular_angular
2015-08-01,33.0,ankidroid_AnkiAndroid
2015-08-01,50.0,ansible_ansible
2015-08-01,31.0,antdesign_antdesign
2015-08-01,45.0,apache_airflow
2015-08-01,666.0,apache_flink
2015-08-01,3001.0,apache_spark
2015-08-01,32.0,ArduPilot_ardupilot
2015-08-01,131.0,Automattic_jetpack
2015-08-01,59.0,Azure_azurepowershell
2015-08-01,3.0,Azure_azuresdkforjava
2015-08-01,22.0,Azure_azuresdkfornet
2015-08-01,4.0,Azure_azuresdkforpython
2015-08-01,269.0,bitcoin_bitcoin
2015-08-01,149.0,ceph_ceph
2015-08-01,329.0,CleverRaven_CataclysmDDA
2015-08-01,527.0,cmssw_cmssw
2015-08-01,2482.0,cockroachdb_cockroach
2015-08-01,26.0,darktableorg_darktable
2015-08-01,90.0,DefinitelyTyped_DefinitelyTyped
2015-08-01,1.0,dotnet_aspnetcore
2015-08-01,82.0,dotnet_AspNetCore.Docs
2015-08-01,52.0,dotnet_docs
2015-08-01,302.0,dotnet_efcore
2015-08-01,920.0,dotnet_roslyn
2015-08-01,1572.0,elastic_elasticsearch
2015-08-01,46.0,elastic_kibana
2015-08-01,99.0,electron_electron
2015-08-01,84.0,facebook_react
2015-08-01,65.0,facebook_reactnative
2015-08-01,427.0,flutter_engine
2015-08-01,204.0,gentoo_gentoo
2015-08-01,10.0,getsentry_sentry
2015-08-01,5.0,gradle_gradle
2015-08-01,569.0,grpc_grpc
2015-08-01,36.0,hashicorp_vault
2015-08-01,107.0,homeassistant_core
2015-08-01,172.0,Homebrew_homebrewcask
2015-08-01,27.0,influxdata_telegraf
2015-08-01,47.0,joomla_joomlacms
2015-08-01,712.0,JuliaLang_julia
2015-08-01,4461.0,kubernetes_kubernetes
2015-08-01,278.0,laravel_framework
2015-08-01,4.0,magento_magento2
2015-08-01,7.0,MarlinFirmware_Marlin
2015-08-01,299.0,matplotlib_matplotlib
2015-08-01,55.0,matrixorg_synapse
2015-08-01,480.0,microsoft_TypeScript
2015-08-01,103.0,mrdoob_three.js
2015-08-01,75.0,mui_materialui
2015-08-01,590.0,neovim_neovim
2015-08-01,154.0,NixOS_nixpkgs
2015-08-01,2.0,obsproject_obsstudio
2015-08-01,657.0,odoo_odoo
2015-08-01,111.0,opencv_opencv
2015-08-01,10.0,openhab_openhabaddons
2015-08-01,86.0,openshift_openshiftdocs
2015-08-01,151.0,oppia_oppia
2015-08-01,594.0,pandasdev_pandas
2015-08-01,35.0,php_phpsrc
2015-08-01,51.0,PrestaShop_PrestaShop
2015-08-01,89.0,qbittorrent_qBittorrent
2015-08-01,63.0,qgis_QGIS
2015-08-01,375.0,rails_rails
2015-08-01,8.0,rancher_rancher
2015-08-01,179.0,rapid7_metasploitframework
2015-08-01,4.0,RocketChat_Rocket.Chat
2015-08-01,50.0,RPCS3_rpcs3
2015-08-01,4.0,rstudio_rstudio
2015-08-01,630.0,rustlang_rust
2015-08-01,593.0,scikitlearn_scikitlearn
2015-08-01,173.0,scipy_scipy
2015-08-01,38.0,spack_spack
2015-08-01,92.0,spyderide_spyder
2015-08-01,481.0,symfony_symfony
2015-08-01,48.0,systemd_systemd
2015-08-01,430.0,tgstation_tgstation
2015-08-01,2.0,Ultimaker_Cura
2015-08-01,4.0,woocommerce_woocommerce
2015-08-01,285.0,xbmc_xbmc
2015-09-01,752.0,angular_angular
2015-09-01,33.0,ankidroid_AnkiAndroid
2015-09-01,44.0,ansible_ansible
2015-09-01,11.0,antdesign_antdesign
2015-09-01,46.0,apache_airflow
2015-09-01,401.0,apache_flink
2015-09-01,2212.0,apache_spark
2015-09-01,32.0,ArduPilot_ardupilot
2015-09-01,62.0,Automattic_jetpack
2015-09-01,94.0,Azure_azurepowershell
2015-09-01,3.0,Azure_azuresdkforjava
2015-09-01,3.0,Azure_azuresdkfornet
2015-09-01,1.0,bioconda_biocondarecipes
2015-09-01,300.0,bitcoin_bitcoin
2015-09-01,208.0,ceph_ceph
2015-09-01,150.0,CleverRaven_CataclysmDDA
2015-09-01,294.0,cmssw_cmssw
2015-09-01,2559.0,cockroachdb_cockroach
2015-09-01,18.0,darktableorg_darktable
2015-09-01,64.0,DefinitelyTyped_DefinitelyTyped
2015-09-01,12.0,dotnet_aspnetcore
2015-09-01,461.0,dotnet_AspNetCore.Docs
2015-09-01,111.0,dotnet_docs
2015-09-01,348.0,dotnet_efcore
2015-09-01,1297.0,dotnet_roslyn
2015-09-01,1362.0,elastic_elasticsearch
2015-09-01,94.0,elastic_kibana
2015-09-01,91.0,electron_electron
2015-09-01,143.0,facebook_react
2015-09-01,116.0,facebook_reactnative
2015-09-01,580.0,flutter_engine
2015-09-01,6.0,gatsbyjs_gatsby
2015-09-01,172.0,gentoo_gentoo
2015-09-01,85.0,getsentry_sentry
2015-09-01,4.0,gradle_gradle
2015-09-01,7.0,grafana_grafana
2015-09-01,110.0,grpc_grpc
2015-09-01,58.0,hashicorp_vault
2015-09-01,114.0,homeassistant_core
2015-09-01,5.0,homeassistant_frontend
2015-09-01,27.0,homeassistant_homeassistant.io
2015-09-01,167.0,Homebrew_homebrewcask
2015-09-01,25.0,influxdata_telegraf
2015-09-01,44.0,joomla_joomlacms
2015-09-01,347.0,JuliaLang_julia
2015-09-01,19.0,keycloak_keycloak
2015-09-01,4877.0,kubernetes_kubernetes
2015-09-01,178.0,laravel_framework
2015-09-01,6.0,magento_magento2
2015-09-01,153.0,matplotlib_matplotlib
2015-09-01,29.0,matrixorg_synapse
2015-09-01,392.0,microsoft_TypeScript
2015-09-01,166.0,mrdoob_three.js
2015-09-01,69.0,mui_materialui
2015-09-01,282.0,neovim_neovim
2015-09-01,184.0,NixOS_nixpkgs
2015-09-01,355.0,odoo_odoo
2015-09-01,150.0,opencv_opencv
2015-09-01,40.0,openhab_openhabaddons
2015-09-01,170.0,openshift_openshiftdocs
2015-09-01,85.0,openssl_openssl
2015-09-01,411.0,oppia_oppia
2015-09-01,399.0,pandasdev_pandas
2015-09-01,26.0,php_phpsrc
2015-09-01,550.0,pingcap_tidb
2015-09-01,37.0,PrestaShop_PrestaShop
2015-09-01,32.0,qbittorrent_qBittorrent
2015-09-01,44.0,qgis_QGIS
2015-09-01,379.0,rails_rails
2015-09-01,275.0,rapid7_metasploitframework
2015-09-01,1.0,redis_redis
2015-09-01,22.0,RocketChat_Rocket.Chat
2015-09-01,82.0,RPCS3_rpcs3
2015-09-01,2.0,rstudio_rstudio
2015-09-01,402.0,rustlang_rust
2015-09-01,757.0,scikitlearn_scikitlearn
2015-09-01,36.0,scipy_scipy
2015-09-01,13.0,spack_spack
2015-09-01,117.0,spyderide_spyder
2015-09-01,1127.0,symfony_symfony
2015-09-01,70.0,systemd_systemd
2015-09-01,754.0,tgstation_tgstation
2015-09-01,4.0,Ultimaker_Cura
2015-09-01,354.0,xbmc_xbmc
2015-09-01,21.0,zulip_zulip
2015-10-01,640.0,angular_angular
2015-10-01,3.0,ankidroid_AnkiAndroid
2015-10-01,68.0,ansible_ansible
2015-10-01,76.0,antdesign_antdesign
2015-10-01,9.0,apache_airflow
2015-10-01,476.0,apache_flink
2015-10-01,2669.0,apache_spark
2015-10-01,2.0,apache_superset
2015-10-01,18.0,ArduPilot_ardupilot
2015-10-01,100.0,Automattic_jetpack
2015-10-01,190.0,Azure_azurepowershell
