开源项目名称,项目创建者满意度,项目维护者满意度,项目贡献者满意度,用户满意度
ChiaNetwork_chiablockchain,243.5946155527459,263.0398174957154,135.31810551097578,423.04593295957653
cilium_cilium,126.52973470954052,341.54143529973487,217.03783311365092,512.1533591517484
CleverRaven_CataclysmDDA,179.55774119973262,544.8875606855642,213.87057154080742,649.1942989060763
ClickHouse_ClickHouse,275.1626450520892,529.9460709916782,209.29144503224126,525.8345451192488
cloudflare_cloudflaredocs,140.51963097798847,244.74809262968148,189.54403961914562,170.72050719680186
cmssw_cmssw,117.74552418816849,495.614553880843,256.1253195430123,1615.6590043762333
cockroachdb_cockroach,178.53233742501286,851.7289886363342,159.07709640574183,1164.0462960919092
conanio_conancenterindex,138.70661631169665,390.5622339132178,330.7703778296502,684.8928317606998
condaforge_stagedrecipes,136.6149733753626,284.79260492977687,221.87889744752016,455.7807255937174
containers_podman,186.495043345171,286.61303560955946,192.74952365343256,722.1391328286846
coolsnowwolf_lede,691.4746568996461,144.15070236742775,3.8180152614543346,371.86976935854875
cypressio_cypress,281.1350116784628,295.6790588273057,128.1147764621117,449.1215855519888
darktableorg_darktable,73.58784492526274,129.64564105386367,40.90574114783118,301.43780206921195
DataDog_datadogagent,77.76082286906434,236.54988619852006,175.22985405117907,169.881798771587
dbeaver_dbeaver,220.80828917289486,191.51081856983367,47.223768497892735,360.77480143343183
DefinitelyTyped_DefinitelyTyped,713.3803065554059,692.2639838274864,238.06926167692671,979.5758415854307
demisto_content,63.42752662726759,553.1643924904328,243.96755592036007,332.58904783313824
denoland_deno,578.7987481169811,275.05893831897026,146.01219632935909,715.276362484068
departmentofveteransaffairs_va.govteam,83.50960090975353,701.535347001168,23.986343684258674,691.4082801135551
desktop_desktop,309.02295511311826,192.68843073761667,78.40410255069374,384.35670600071654
directus_directus,112.434030653907,97.2707272872952,-13.703158713614716,195.46260881290306
docker_docs,168.34325693752706,223.38715665037523,43.87635524038229,217.1511324231409
dotnet_aspnetcore,356.5202298475893,418.3346730264255,311.99830062684777,708.1297715300287
dotnet_AspNetCore.Docs,368.8669506259446,377.97040277171425,115.93803106208559,319.1901614464418
dotnet_docs,178.50642375012106,292.3227533822409,187.83033875300114,258.48056280039464
dotnet_efcore,185.80847342628414,329.28025336023666,122.04219702230336,440.6694536240204
dotnet_maui,317.12637201149323,353.80389668360635,136.3991694476017,591.0479104910576
dotnet_roslyn,279.83697874214715,935.6514678012707,719.3886411388843,855.6508404207348
dotnet_runtime,648.8483208372603,1287.7545379272349,1359.3314455407244,2317.8449636538153
education_GitHubGraduation2022,819.8972434671932,678.83337503749,85.09522500102456,299.25450784555755
elastic_elasticsearch,577.3730124824631,814.890086098543,619.1042393703203,1023.2743444648411
elastic_kibana,367.97626482532576,1570.9007801654402,801.0881674867824,1990.0482153910486
electron_electron,625.2941605913169,384.5927487384424,118.173178125841,752.5091964807253
elementfi_elfcouncilfrontend,865.507264398347,560.6765727518616,251.00862380768942,953.1611379667021
elementplus_elementplus,503.25026724316587,315.1097640299861,104.57182345889305,534.0320372745864
elementor_elementor,216.7052643901472,279.2901701128021,137.39884998974637,368.49662236142296
envoyproxy_envoy,223.39700907971456,341.7284790735441,478.8270980298641,598.0932391138919
espressif_espidf,202.870462182008,155.9204569366296,34.671322106648276,373.77386721725327
ethereum_ethereumorgwebsite,123.63011060767367,222.46303453508978,64.87402614282871,171.50316523104863
Expensify_App,126.71487231479682,566.8841545749335,366.05614110323495,1591.3351015371106
expo_expo,280.69607095369014,324.4725838326051,177.43481950824645,477.531186372971
facebook_react,1194.3506245456938,250.33523382099963,145.5612538487876,976.9020613389021
facebook_reactnative,924.7713448941308,491.1906142360509,174.43676387676794,1139.7159006056531
filecoinproject_filecoinpluslargedatasets,72.42974968950116,115.49378012334732,179.5091248034858,404.4076505834337
filescommunity_Files,259.79926883362344,197.63088418458278,89.30867230029818,411.24241280933995
firebase_firebaseandroidsdk,78.59492719045063,100.60362794071455,98.28449767377163,255.98920605828732
firebase_flutterfire,260.50608207442684,215.17154069623012,74.95413483669071,383.89534398183264
firstcontributions_firstcontributions,1154.5656761691453,739.3165790718724,128.1171594631201,521.4616770101519
flathub_flathub,71.4596939843792,104.2765788738258,133.24768611021682,352.90066949239036
flutter_engine,149.0720257097604,349.9542408297409,28.5678944225714,336.9523586826224
flutter_flutter,1320.8706675709407,1558.5947754120482,652.1895278693124,2308.2020729241603
flutter_plugins,238.08023834497274,119.87083263707405,51.71098511066904,230.6667932115833
flybywiresim_a32nx,185.67067936377506,263.914989128932,120.60279375870718,437.34499485232067
freddier_hyperblog,421.86480672437244,296.014592463402,-96.33104107297505,196.17181803422858
gatsbyjs_gatsby,456.2118563257616,392.9114571967189,190.7742492190252,644.8883534758819
gentoo_gentoo,129.57801222335067,311.9398351086449,212.7866668094878,588.6811237374042
getsentry_sentry,185.70055738574845,403.96453681982973,287.9378154432664,332.2652872338175
github_codeql,99.02707215499562,276.20119360810753,203.20021486257087,229.9491696419356
github_docs,1824.1945975280496,519.5140235528578,79.28815442581154,568.6263324046434
gitpodio_gitpod,120.67404048575898,297.81155171984295,169.46041184092104,407.8187066082892
gogitea_gitea,300.5875084999376,326.31068208378304,187.98480109978203,635.6238474355769
godotengine_godot,532.1344806593635,755.9078957508601,264.5794757426406,1156.664396496919
golang_go,717.0769221091714,481.4828382191967,97.3901115048623,1310.3044650697202
google_itcertautomationpractice,1137.1058796811408,745.4374671490127,19.99552789699777,574.0037432639797
googletest_signclav2proberepo,41.317476141778215,6401.339670519459,173.1035877064874,2921.0553392691295
GoogleChrome_developer.chrome.com,108.50105167182458,171.8560523396514,134.9436027860831,209.76311126082018
gradle_gradle,164.90030144695623,247.88956295865216,153.08933087935088,438.06697827259666
grafana_grafana,474.4127678337712,648.6907141973304,334.07751167010696,741.5501449689551
grafana_loki,205.65573593722274,257.4507405243725,81.27053853254489,307.1913072380416
gravitational_teleport,90.61786203915706,266.19877816869104,150.89768682302892,205.14644096077444
grpc_grpc,295.2310593744464,336.4071097899003,146.77120483088945,543.4307032812042
hashicorp_terraformprovideraws,344.7075718404106,708.861053595544,123.82219261953071,572.772666282515
hashicorp_terraformproviderazurerm,213.47308512867275,516.5065964121462,174.16772964087986,411.1018068109712
hashicorp_vault,186.95831252348808,228.62462777362163,120.92647364103767,270.16199340630453
helium_denylist,120.77180199095092,300.7036324445396,43.07262607109983,273.0822146268281
helixeditor_helix,367.11097705160864,211.5833699215042,152.09353736406652,514.6192422737901
homeassistant_core,900.6980098350901,926.2404100546107,861.3906808386073,1579.9884767395388
homeassistant_frontend,87.24942872271131,147.19190996414375,71.31331958948839,190.2188813639122
homeassistant_homeassistant.io,168.4166070000084,251.1866975572513,89.22269166140006,205.60607870886784
Homebrew_homebrewcask,367.02137605179394,1067.463514620055,138.82123889646567,430.5501546361462
Homebrew_homebrewcore,428.71480081711485,1210.8029881168916,315.75499359573087,964.5998063278494
huggingface_transformers,951.5246046042269,477.86408069544086,338.1307135154575,949.7961241968549
idsb3t1_KEEPpipelinetestsresources,71.249061373764,186.42151613858152,208.38466018301168,199.0424865487563
influxdata_telegraf,160.33788965478215,155.6434769283435,76.51528841435882,265.06734664528807
IntelRealSense_librealsense,146.4384576353127,139.24386740342817,76.32433815719304,314.002705858482
istio_istio,347.5547995602361,629.253194779235,364.75615453357125,1562.4255519486
JacksonKearl_testissues,50.16832539988134,632.6549841687471,29.354291417065298,605.2495430384363
JetBrains_swot,233.71524123631158,159.57998013767545,-154.37102129882953,163.51812989184697
jitsi_jitsimeet,168.97892462919756,135.25567416198666,47.8104804015758,245.56794045768638
jlord_patchwork,613.9758961152322,458.0122835115256,42.25400719781795,255.00134881248306
joomla_joomlacms,170.20811269062813,324.9918263911896,199.3787659167408,867.0598516018108
JuliaLang_julia,275.8821814336646,373.97240279852474,234.31404083593887,835.4237418085572
JuliaRegistries_General,61.9412386400563,1086.8409066316021,1.1892939137471785,582.3135857541105
Kaiserreich_Kaiserreich4,75.77759948778369,333.96740322875144,174.17618374175902,241.49135140736482
keycloak_keycloak,134.68262483407707,170.59251805486034,50.38911775533159,219.40000393819102
Koenkk_zigbee2mqtt,229.39903659579207,241.8637799096711,52.24793572781249,562.0999110443811
kubernetes_kubernetes,1073.8054547695315,1546.531568496263,1394.1001839159148,5388.783592768454
kubernetes_minikube,215.76718325725255,219.41437830591673,73.4847164093947,435.9966627827998
kubernetes_testinfra,110.98042993664652,350.4482378971127,223.173102269151,714.3439442682693
kubernetes_website,314.042307273931,574.011482565156,454.0285501072002,964.0820810904916
kubevirt_kubevirt,62.59387392404981,178.35344849014672,174.90799478240274,790.3412060908597
laravel_framework,406.46272139739546,334.9822294696,121.68002874044694,534.4151651500517
leanprovercommunity_mathlib,45.662443343940055,265.82149430553636,382.06148656934073,381.1149852280027
LeetCodeFeedback_LeetCodeFeedback,138.58458234396073,207.81506001198275,50.45904287000391,257.7659786910818
lensapp_lens,199.52045711836246,137.57971099265092,76.74490094989419,264.14046070239067
LightningAI_lightning,282.1327520339059,295.4057416436116,395.4754895526356,549.4108149617531
llvm_llvmproject,283.1884419986364,182.8396014511758,-95.99135950101774,460.1249755737933
logseq_logseq,286.2846846549064,228.74955309313447,46.2300142433324,421.89776420434225
macports_macportsports,78.82654061930188,209.1718785787086,80.92707117104476,349.8987643595188
magento_magento2,372.1375249755946,525.4038999259704,179.86082230717494,944.4436171689572
MarlinFirmware_Marlin,325.66950362269756,315.40156491720836,99.71577882752985,696.3593395914214
mastodon_mastodon,289.1504672625533,255.68455763206012,27.772095465199445,367.37362903181173
matplotlib_matplotlib,179.98125536407,204.1882808214122,147.48079664196462,422.98223167179134
matrixorg_synapse,91.53267676645189,135.54402839740865,92.46214453466098,203.86010966014823
mattermost_mattermostwebapp,95.07790010583908,201.66126668187317,150.31315274799528,431.67706825999096
mdn_content,711.9113359214406,629.5216096556527,380.6131936535152,631.6364435531754
mdn_translatedcontent,291.7495115011473,425.48712183945474,222.0830505896116,306.05566270479625
metabase_metabase,230.3576148102782,310.05780892302806,109.92585453380154,411.79585739702395
MetaMask_ethphishingdetect,64.29494514125751,135.24577645112674,-24.700825982278012,105.34822878956797
MetaMask_metamaskextension,144.0708902679284,229.28328128038987,105.56540450964143,321.92427700949145
metersphere_metersphere,192.9994244346163,590.3312011179229,70.24969099879355,383.39743256353347
microsoft_azuredatastudio,131.683784668329,315.93270515953304,156.62606159364276,301.07614462478614
microsoft_fluentui,178.82295935332786,339.9144124597502,260.2071317863482,507.0771115970051
microsoft_onnxruntime,181.88081150036277,356.83711746270683,338.366095757632,393.69978710518933
microsoft_playwright,516.0423674429182,425.1827227656652,154.07448496326572,682.5766788521456
microsoft_PowerToys,913.9187618663738,516.718371167723,220.69560064770116,1196.3406266466752
microsoft_terminal,609.897662576956,213.00543041221698,179.93606531278687,716.1578360782873
microsoft_TypeScript,619.2822459201526,578.8503121051466,227.35653931586847,986.5421005327064
microsoft_vcpkg,275.28612416089186,357.2010229728438,194.3725041141845,595.868141544983
microsoft_vscode,1641.650898538665,1601.0574055292366,436.11297396204634,2676.2673726352373
microsoft_vscodejupyter,123.0544455377832,273.27244459471774,141.7022813085719,337.6220511800568
microsoft_wingetpkgs,375.8974920742153,2282.5744345255334,242.71211637420953,4951.68135168491
microsoft_WSL,220.89253048272917,159.0302078442811,44.4840866594161,429.06990903034995
MicrosoftDocs_azuredocs,938.0203680667828,1230.5553512448528,358.61376417778126,1773.5861039798813
MicrosoftDocs_microsoft365docs,102.44605189509116,155.11426133835315,64.66512352197302,223.4137629398836
MicrosoftDocs_msteamsdocs,53.13030403879698,114.33455868804664,53.78174540974737,364.7417586093508
microsoftgraph_microsoftgraphdocs,125.5933332987226,328.4010567339343,166.78120488026494,382.05204289932965
mlflow_mlflow,169.52575501646848,150.92394249069372,131.29153852979545,258.35216721824264
mozillamobile_fenix,165.74458969350462,469.8406400875386,119.31405258515483,541.4946475694235
mrdoob_three.js,607.1214851403313,210.06354521733277,83.92794129880691,594.5375429240329
mui_materialui,726.2360229851624,355.5376830267412,202.29538041055292,720.3678431318955
mui_muix,119.09499926121887,205.4206281690681,197.13947612864408,273.0959945192865
neovim_neovim,294.024933044738,202.9267820929271,142.98548330270384,542.810104711567
newrelic_docswebsite,87.46912064769867,372.08334826196494,111.03225338163021,307.0170165259369
nextcloud_desktop,86.21407378582008,104.89189684600896,20.8561798131685,233.2127668229593
nextcloud_server,308.21006805535797,487.1046686490322,153.02513981945498,689.0106361543068
NixOS_nixpkgs,566.1428720705603,2076.198989257986,922.2120421160682,1951.1517817991285
nodejs_node,760.7026461536802,547.1811608374614,140.878749637054,1403.7095391591802
nrfconnect_sdknrf,77.64210655680571,232.23918297662084,418.41315241907506,252.0695469982921
nrwl_nx,190.9114147721877,320.1532661237717,59.088439224730756,396.5207596030309
nuxt_framework,312.3048037718359,272.7143323996195,115.84332878783523,473.593127020318
o3de_o3de,226.67300178603116,562.1502167371251,525.4698143652886,392.3317989158384
obsproject_obsstudio,237.85862101670153,88.95445772001119,32.393414383128416,311.2321282166234
odoo_odoo,498.47297491698384,1028.750196964971,535.8343915406292,1104.5249224892414
openmmlab_mmdetection,331.33054704729557,176.79272136414954,94.6902883340748,337.44502891150364
opentelemetry_opentelemetrycollectorcontrib,88.39189064274603,434.25421212757146,170.98041672095786,273.18109048948895
OpenAPITools_openapigenerator,250.69358589533945,346.55616309016654,56.503390915459846,376.3606657344118
opencv_opencv,785.9799789023112,223.89459986672935,105.24320950868835,462.48877793665895
openhab_openhabaddons,121.1803863309627,211.44862879592276,247.88054149348343,312.1799919442139
openjdk_jdk,240.48810951659644,408.9067283895282,507.05613334433355,1162.3352779054972
openjournals_jossreviews,117.16703947229558,89.93006260752647,50.49375044509332,738.5350332021461
openshift_openshiftdocs,111.85948651842622,559.6915876993517,409.2986018319945,534.2982652268913
openshift_release,95.0144954936558,502.48409647667864,136.74325818324587,1808.9815156451764
openssl_openssl,220.048956907106,237.26047953961637,265.9245310239372,519.7070491458079
openvinotoolkit_openvino,126.18046780018764,361.82593588260306,562.8861322439421,271.41742695651806
openwrt_openwrt,218.26830645070103,165.3254349466871,34.057981064718625,345.5773715738876
oppia_oppia,100.86415587551008,203.64634014087937,521.8847865250958,500.6778315381908
PaddlePaddle_Paddle,264.0636051482135,718.23950857659,371.5055093519144,528.2315979172081
PaddlePaddle_PaddleOCR,462.2103126014648,272.0511358597521,61.97895596665876,454.4241035598122
pandasdev_pandas,412.9149437759327,413.0218550233105,479.41219354298653,792.5946679020842
php_phpsrc,205.40600545738238,107.76287477678926,92.48583566974978,301.35041126532883
pingcap_tidb,222.87302281193445,482.6858127452445,316.88020538320063,945.9063536092486
PixelExperience_androidissues,72.77319187364665,175.3833346790068,188.36856578293188,204.8691250660189
postmanlabs_postmanappsupport,145.36935818740525,152.27457137540807,-39.81611116584151,270.32405926075535
PowerShell_PowerShell,308.3257189395836,210.5963873593648,181.0990643660479,546.0927976828242
ppy_osu,119.53076338072543,177.54766543491797,116.6910786866993,270.3720712619174
PrestaShop_PrestaShop,170.4306380482039,341.426995092844,218.2623265427709,467.40801251578944
prisma_prisma,326.0762893520548,292.2992796964821,66.9865558525604,512.8382565566319
projectchip_connectedhomeip,158.35270040737367,968.4678369103414,484.7084804973337,685.5896391562541
prusa3d_PrusaSlicer,114.09656136369878,130.7137180315829,4.011563746481862,259.7242040705709
python_cpython,717.313356546176,573.9444348630245,342.2566947834025,891.4891276690216
pytorch_pytorch,870.0802301938052,1254.532420043387,1047.3381285723772,1861.189061968258
qbittorrent_qBittorrent,209.62120191864418,172.50554299385718,119.15157145319735,451.202416430393
qgis_QGIS,125.28813610590348,329.89225682793614,126.97768894718743,405.0546893377767
qmk_qmk_firmware,399.9301282689521,278.8537579412935,284.76372475983464,309.0927950358355
quarkusio_quarkus,264.8443924449088,563.9623843018542,356.75322895058264,975.7685104160178
rails_rails,414.91916846910254,320.05094667407366,166.59801033588565,570.8857466382849
rancher_rancher,206.66104348665812,414.6756968547967,80.1501921784059,484.57529142182307
rapid7_metasploitframework,254.2498870010914,155.09557237372258,124.22949072223895,359.5463394735726
rayproject_ray,238.0999803504632,407.9681200357442,414.1333293306617,655.9060903313591
raycast_extensions,243.6639859495263,876.3603420625373,110.43853304835925,448.68766493589453
redis_redis,331.62999664996863,115.38150121278267,-39.715186881294514,337.30353737695543
Regalis11_Barotrauma,48.33453198801147,105.22859731073646,5.189416587264592,185.15671787868217
remixrun_remix,552.6768323089648,301.79421720151106,113.7224268846228,618.563281855688
renovatebot_renovate,113.18438623653455,192.88565309626017,117.8504749230258,343.05368709782726
RocketChat_Rocket.Chat,327.79525965006655,338.73487779790696,84.38076781598994,457.2164186108205
RPCS3_rpcs3,133.4998345015041,125.23021118333999,69.48585981112996,317.6269812327785
rstudio_rstudio,68.95361873947228,134.36824544865104,20.66851545837801,197.9675345608875
rufflers_ruffle,144.00186828587562,178.02033543564087,28.68304144312435,242.52298891793592
rustlang_rust,628.661306802369,913.1886827615981,634.2072779561528,2393.4681459798285
scikitlearn_scikitlearn,473.005116440625,238.0048253768825,327.14585782561636,629.0392390061756
scipy_scipy,146.00647596141712,149.94647691724703,140.06689170882333,367.55947053827106
sectionengineeringeducation_engineeringeducation,86.66030788368259,194.17247086809772,192.82551872233,257.58067681885285
SerenityOS_serenity,253.42726001286036,345.56379088133224,250.06261962630427,414.0646713677972
ShadowMario_FNFPsychEngine,225.7506995184147,235.65145281904432,73.43355672846373,503.0168452073045
SkyratSS13_Skyrattg,75.92199139143443,607.0649134882285,138.68060480710056,288.05837078759635
solanalabs_solana,128.59092140797912,441.8465072784465,185.0660338196866,405.12000275283197
solanalabs_tokenlist,930.4087591713935,1484.9561526895088,82.7104078355093,362.40181622552734
sourcegraph_sourcegraph,118.03553543631193,661.2771685770451,449.6624894230155,512.5464662110207
spack_spack,102.10721063136373,346.46105506469735,175.61149434909788,369.74381988396414
spyderide_spyder,131.15929557234946,165.63492570943976,78.4355412003884,332.8671963539558
storybookjs_storybook,472.4127386863667,283.52671746720034,82.09734195998836,637.5241553356641
strapi_strapi,316.9543552959183,186.45234647065547,101.5246419828982,395.4101763191682
sveltejs_kit,319.8706346199452,271.8108737236599,131.67456633709654,570.8656114380275
symfony_symfony,314.4751702022915,350.95326682508414,344.2066089160437,646.6829941769718
systemd_systemd,181.66696289560468,253.93212243124324,220.42734383162548,473.36309846815794
tachiyomiorg_tachiyomi,141.37529045509243,90.94431359018904,13.927117490430653,218.81172804416545
tachiyomiorg_tachiyomiextensions,99.17055350719211,153.25544495475123,24.377328009320866,187.77906861738765
tailscale_tailscale,164.10753239489623,185.61874355434725,115.37962703257091,324.15153064126
taosdata_TDengine,272.12286003756424,437.8007076188883,43.01534222669555,287.8895099919677
taozhiyu_TyProAction,611.5091936314178,1136.4308218968044,286.3650402797464,875.5482929040504
TeamNewPipe_NewPipe,166.83881782591354,103.70812426028299,33.05228870203053,308.960718479664
tensorflow_tensorflow,1931.3478732835767,893.2093249236877,368.71966916092555,1789.5655282263326
termux_termuxpackages,113.3285013230006,138.56833286368803,16.651508792537633,240.69734109292855
tgstation_tgstation,201.14508508115335,562.3072605571809,465.66377257045883,1195.1913131701895
TPLab_tokens,381.7947265025342,512.9013296058437,71.60488469720279,348.1383581596515
trinodb_trino,164.48788772908773,343.4382829529126,578.2393117976245,413.7031489661333
trustwallet_assets,545.1102447224547,491.6060941068397,58.93196304796963,755.666583390508
typechallenges_typechallenges,424.30429917269305,374.7565752753871,-42.788789223488635,374.6188221695629
uBlockOrigin_uAssets,77.29121919303121,128.41557036637604,18.0725524727455,298.871917548347
Ultimaker_Cura,126.74907790868245,176.99160320577218,70.77687682289232,317.8498269914694
ultralytics_yolov5,750.4571068341656,314.56305513079496,63.37475994763218,765.5264596175839
unifyai_ivy,318.58808648896775,675.5843996812262,139.14891475689993,546.6955929922983
ValveSoftware_Dota2Gameplay,429.33364317997723,458.8881076280676,341.5663111954309,598.8374708112372
ValveSoftware_Proton,281.11217323747275,177.32098781600163,34.51718107632193,597.3035548995041
vectordotdev_vector,150.28284125714853,311.06313945180335,206.1452272447674,428.92033914710794
vercel_next.js,915.4573163609107,448.8264632318584,156.2923319779327,925.056365086081
vitejs_vite,649.5649696044585,251.4748086064099,100.92716359029602,721.879995588653
voidlinux_voidpackages,172.95524714985456,669.194405252907,169.77275634213692,436.8066754951521
webcompat_webbugs,97.22008874895755,652.6454018778159,45.75056202945901,615.2522266164774
wjz304_Redpill_CustomBuild,451.0037561942666,1458.4689386850382,322.4139848158227,1599.2769541043747
woocommerce_woocommerce,245.9376743989505,267.5031325747109,94.82878602282845,360.7290658577949
WordPress_gutenberg,297.7296014474899,656.7842379366913,539.1230395549916,1017.4762532375722
xamarin_xamarinmacios,62.84637765383878,273.7096201276359,85.39327588405935,367.4208692038092
xbmc_xbmc,156.6917194262468,176.78560290656986,139.20562653776645,438.08418775080787
ytdlp_ytdlp,632.7678911814971,189.60544081946543,195.16632493706385,723.4718905612626
yuzuemu_yuzu,208.36096445877138,147.32568818788,65.07729308075821,294.3870531935359
zephyrprojectrtos_zephyr,236.64832374085162,796.9625629706773,829.5093367308191,777.0448842239756
zerotomastery_starthereguidelines,350.5126645801099,276.36897756570374,-14.59503404275327,292.3205308110163
ziglang_zig,129.7469776706078,169.03334786542896,38.681135734366805,303.3959321089071
zulip_zulip,191.52849484649056,281.0163813992706,185.74588756318283,518.6444566889204
