attention.Time,attention.name,attention
2015-02-01,homeassistant_core,69.0
2015-02-01,homeassistant_homeassistant.io,2.0
2015-02-01,Homebrew_homebrewcask,535.0
2015-02-01,JetBrains_swot,200.0
2015-02-01,jitsi_jitsimeet,34.0
2015-02-01,jlord_patchwork,1065.0
2015-02-01,joomla_joomlacms,204.0
2015-02-01,JuliaLang_julia,260.0
2015-02-01,keycloak_keycloak,36.0
2015-02-01,kubernetes_kubernetes,734.0
2015-02-01,laravel_framework,637.0
2015-02-01,magento_magento2,248.0
2015-02-01,MarlinFirmware_Marlin,283.0
2015-02-01,matplotlib_matplotlib,237.0
2015-02-01,matrixorg_synapse,218.0
2015-02-01,microsoft_TypeScript,284.0
2015-02-01,mrdoob_three.js,813.0
2015-02-01,mui_materialui,831.0
2015-02-01,neovim_neovim,471.0
2015-02-01,NixOS_nixpkgs,189.0
2015-02-01,nodejs_node,1814.0
2015-02-01,obsproject_obsstudio,135.0
2015-02-01,odoo_odoo,554.0
2015-02-01,opencv_opencv,753.0
2015-02-01,openhab_openhabaddons,126.0
2015-02-01,openshift_openshiftdocs,24.0
2015-02-01,openssl_openssl,175.0
2015-02-01,pandasdev_pandas,301.0
2015-02-01,php_phpsrc,411.0
2015-02-01,postmanlabs_postmanappsupport,63.0
2015-02-01,PrestaShop_PrestaShop,288.0
2015-02-01,qbittorrent_qBittorrent,87.0
2015-02-01,qgis_QGIS,75.0
2015-02-01,qmk_qmk_firmware,6.0
2015-02-01,rails_rails,1058.0
2015-02-01,rancher_rancher,208.0
2015-02-01,rapid7_metasploitframework,396.0
2015-02-01,redis_redis,491.0
2015-02-01,RPCS3_rpcs3,71.0
2015-02-01,rstudio_rstudio,48.0
2015-02-01,rustlang_rust,761.0
2015-02-01,scikitlearn_scikitlearn,532.0
2015-02-01,scipy_scipy,135.0
2015-02-01,spack_spack,14.0
2015-02-01,spyderide_spyder,137.0
2015-02-01,symfony_symfony,474.0
2015-02-01,tgstation_tgstation,99.0
2015-02-01,webcompat_webbugs,2.0
2015-02-01,woocommerce_woocommerce,186.0
2015-02-01,xbmc_xbmc,298.0
2015-03-01,AdguardTeam_AdguardFilters,4.0
2015-03-01,angular_angular,1510.0
2015-03-01,ankidroid_AnkiAndroid,71.0
2015-03-01,ansible_ansible,913.0
2015-03-01,apache_flink,134.0
2015-03-01,apache_spark,1212.0
2015-03-01,ArduPilot_ardupilot,517.0
2015-03-01,Automattic_jetpack,47.0
2015-03-01,Azure_azurepowershell,102.0
2015-03-01,Azure_azuresdkforjava,16.0
2015-03-01,Azure_azuresdkfornet,56.0
2015-03-01,Azure_azuresdkforpython,32.0
2015-03-01,bitcoin_bitcoin,433.0
2015-03-01,ceph_ceph,209.0
2015-03-01,CleverRaven_CataclysmDDA,108.0
2015-03-01,cmssw_cmssw,186.0
2015-03-01,cockroachdb_cockroach,344.0
2015-03-01,cypressio_cypress,8.0
2015-03-01,darktableorg_darktable,42.0
2015-03-01,DefinitelyTyped_DefinitelyTyped,628.0
2015-03-01,directus_directus,145.0
2015-03-01,dotnet_aspnetcore,426.0
2015-03-01,dotnet_AspNetCore.Docs,14.0
2015-03-01,dotnet_efcore,262.0
2015-03-01,dotnet_roslyn,542.0
2015-03-01,elastic_elasticsearch,904.0
2015-03-01,elastic_kibana,358.0
2015-03-01,electron_electron,604.0
2015-03-01,facebook_react,3214.0
2015-03-01,facebook_reactnative,11663.0
2015-03-01,flutter_flutter,15.0
2015-03-01,getsentry_sentry,197.0
2015-03-01,godotengine_godot,425.0
2015-03-01,golang_go,1006.0
2015-03-01,gradle_gradle,188.0
2015-03-01,grafana_grafana,391.0
2015-03-01,grpc_grpc,1497.0
2015-03-01,homeassistant_core,89.0
2015-03-01,homeassistant_homeassistant.io,2.0
2015-03-01,Homebrew_homebrewcask,609.0
2015-03-01,JetBrains_swot,209.0
2015-03-01,jitsi_jitsimeet,42.0
2015-03-01,jlord_patchwork,1159.0
2015-03-01,joomla_joomlacms,219.0
2015-03-01,JuliaLang_julia,336.0
2015-03-01,keycloak_keycloak,48.0
2015-03-01,kubernetes_kubernetes,942.0
2015-03-01,laravel_framework,534.0
2015-03-01,magento_magento2,222.0
2015-03-01,MarlinFirmware_Marlin,274.0
2015-03-01,matplotlib_matplotlib,248.0
2015-03-01,matrixorg_synapse,83.0
2015-03-01,microsoft_TypeScript,977.0
2015-03-01,mrdoob_three.js,1020.0
2015-03-01,mui_materialui,950.0
2015-03-01,neovim_neovim,840.0
2015-03-01,NixOS_nixpkgs,182.0
2015-03-01,nodejs_node,1125.0
2015-03-01,obsproject_obsstudio,156.0
2015-03-01,odoo_odoo,627.0
2015-03-01,opencv_opencv,1028.0
2015-03-01,openhab_openhabaddons,160.0
2015-03-01,openshift_openshiftdocs,8.0
2015-03-01,openssl_openssl,297.0
2015-03-01,pandasdev_pandas,307.0
2015-03-01,php_phpsrc,479.0
2015-03-01,postmanlabs_postmanappsupport,102.0
2015-03-01,PrestaShop_PrestaShop,265.0
2015-03-01,qbittorrent_qBittorrent,172.0
2015-03-01,qgis_QGIS,91.0
2015-03-01,qmk_qmk_firmware,32.0
2015-03-01,rails_rails,1215.0
2015-03-01,rancher_rancher,237.0
2015-03-01,rapid7_metasploitframework,484.0
2015-03-01,redis_redis,698.0
2015-03-01,RPCS3_rpcs3,82.0
2015-03-01,rstudio_rstudio,51.0
2015-03-01,rustlang_rust,667.0
2015-03-01,scikitlearn_scikitlearn,840.0
2015-03-01,scipy_scipy,187.0
2015-03-01,spack_spack,11.0
2015-03-01,spyderide_spyder,155.0
2015-03-01,symfony_symfony,504.0
2015-03-01,systemd_systemd,3.0
2015-03-01,tgstation_tgstation,115.0
2015-03-01,webcompat_webbugs,3.0
2015-03-01,woocommerce_woocommerce,260.0
2015-03-01,xbmc_xbmc,276.0
2015-04-01,angular_angular,1083.0
2015-04-01,ankidroid_AnkiAndroid,36.0
2015-04-01,ansible_ansible,920.0
2015-04-01,antdesign_antdesign,1.0
2015-04-01,apache_flink,111.0
2015-04-01,apache_spark,1248.0
2015-04-01,ArduPilot_ardupilot,480.0
2015-04-01,Automattic_jetpack,39.0
2015-04-01,Azure_azurepowershell,66.0
2015-04-01,Azure_azuresdkforjava,20.0
2015-04-01,Azure_azuresdkfornet,66.0
2015-04-01,Azure_azuresdkforpython,47.0
2015-04-01,bitcoin_bitcoin,349.0
2015-04-01,ceph_ceph,218.0
2015-04-01,CleverRaven_CataclysmDDA,60.0
2015-04-01,cmssw_cmssw,97.0
2015-04-01,cockroachdb_cockroach,198.0
2015-04-01,darktableorg_darktable,42.0
2015-04-01,DefinitelyTyped_DefinitelyTyped,688.0
2015-04-01,directus_directus,27.0
2015-04-01,dotnet_aspnetcore,460.0
2015-04-01,dotnet_AspNetCore.Docs,51.0
2015-04-01,dotnet_efcore,198.0
2015-04-01,dotnet_roslyn,694.0
2015-04-01,elastic_elasticsearch,897.0
2015-04-01,elastic_kibana,306.0
2015-04-01,electron_electron,3640.0
2015-04-01,facebook_react,2910.0
2015-04-01,facebook_reactnative,4373.0
2015-04-01,flutter_flutter,36.0
2015-04-01,getsentry_sentry,277.0
2015-04-01,godotengine_godot,332.0
2015-04-01,golang_go,837.0
2015-04-01,gradle_gradle,162.0
2015-04-01,grafana_grafana,528.0
2015-04-01,grpc_grpc,287.0
2015-04-01,hashicorp_vault,1551.0
2015-04-01,homeassistant_core,75.0
2015-04-01,homeassistant_homeassistant.io,6.0
2015-04-01,Homebrew_homebrewcask,673.0
2015-04-01,JetBrains_swot,229.0
2015-04-01,jitsi_jitsimeet,56.0
2015-04-01,jlord_patchwork,1190.0
2015-04-01,joomla_joomlacms,134.0
2015-04-01,JuliaLang_julia,258.0
2015-04-01,keycloak_keycloak,49.0
2015-04-01,kubernetes_kubernetes,1080.0
2015-04-01,laravel_framework,492.0
2015-04-01,magento_magento2,223.0
2015-04-01,MarlinFirmware_Marlin,293.0
2015-04-01,matplotlib_matplotlib,230.0
2015-04-01,matrixorg_synapse,20.0
2015-04-01,microsoft_TypeScript,777.0
2015-04-01,mrdoob_three.js,1006.0
2015-04-01,mui_materialui,844.0
2015-04-01,neovim_neovim,705.0
2015-04-01,NixOS_nixpkgs,154.0
2015-04-01,nodejs_node,772.0
2015-04-01,obsproject_obsstudio,164.0
2015-04-01,odoo_odoo,521.0
2015-04-01,opencv_opencv,975.0
2015-04-01,openhab_openhabaddons,94.0
2015-04-01,openshift_openshiftdocs,16.0
2015-04-01,openssl_openssl,204.0
2015-04-01,pandasdev_pandas,358.0
2015-04-01,php_phpsrc,370.0
2015-04-01,postmanlabs_postmanappsupport,108.0
2015-04-01,PrestaShop_PrestaShop,222.0
2015-04-01,qbittorrent_qBittorrent,98.0
2015-04-01,qgis_QGIS,63.0
2015-04-01,qmk_qmk_firmware,6.0
2015-04-01,rails_rails,1305.0
2015-04-01,rancher_rancher,174.0
2015-04-01,rapid7_metasploitframework,428.0
2015-04-01,redis_redis,901.0
2015-04-01,RPCS3_rpcs3,80.0
2015-04-01,rstudio_rstudio,51.0
2015-04-01,rustlang_rust,1072.0
2015-04-01,scikitlearn_scikitlearn,987.0
2015-04-01,scipy_scipy,137.0
2015-04-01,spack_spack,7.0
2015-04-01,spyderide_spyder,119.0
2015-04-01,symfony_symfony,550.0
2015-04-01,systemd_systemd,5.0
2015-04-01,tgstation_tgstation,92.0
2015-04-01,webcompat_webbugs,7.0
2015-04-01,woocommerce_woocommerce,224.0
2015-04-01,xbmc_xbmc,238.0
2015-05-01,angular_angular,980.0
2015-05-01,ankidroid_AnkiAndroid,39.0
2015-05-01,ansible_ansible,810.0
2015-05-01,antdesign_antdesign,6.0
2015-05-01,apache_flink,167.0
2015-05-01,apache_spark,1186.0
2015-05-01,ArduPilot_ardupilot,480.0
2015-05-01,Automattic_jetpack,45.0
2015-05-01,Azure_azurepowershell,92.0
2015-05-01,Azure_azuresdkforjava,20.0
2015-05-01,Azure_azuresdkfornet,53.0
2015-05-01,Azure_azuresdkforpython,37.0
2015-05-01,bitcoin_bitcoin,415.0
2015-05-01,ceph_ceph,153.0
2015-05-01,CleverRaven_CataclysmDDA,73.0
2015-05-01,cmssw_cmssw,116.0
2015-05-01,cockroachdb_cockroach,181.0
2015-05-01,cypressio_cypress,11.0
2015-05-01,darktableorg_darktable,37.0
2015-05-01,DefinitelyTyped_DefinitelyTyped,805.0
2015-05-01,directus_directus,22.0
2015-05-01,dotnet_aspnetcore,565.0
2015-05-01,dotnet_AspNetCore.Docs,196.0
2015-05-01,dotnet_docs,9.0
2015-05-01,dotnet_efcore,302.0
2015-05-01,dotnet_roslyn,517.0
2015-05-01,elastic_elasticsearch,794.0
2015-05-01,elastic_kibana,282.0
2015-05-01,electron_electron,3265.0
2015-05-01,facebook_react,2359.0
2015-05-01,facebook_reactnative,1780.0
2015-05-01,flutter_flutter,2246.0
2015-05-01,gatsbyjs_gatsby,1.0
2015-05-01,getsentry_sentry,190.0
2015-05-01,godotengine_godot,372.0
2015-05-01,golang_go,892.0
2015-05-01,gradle_gradle,152.0
2015-05-01,grafana_grafana,386.0
2015-05-01,grpc_grpc,224.0
2015-05-01,hashicorp_vault,1143.0
2015-05-01,homeassistant_core,102.0
2015-05-01,homeassistant_homeassistant.io,2.0
2015-05-01,Homebrew_homebrewcask,626.0
2015-05-01,JetBrains_swot,205.0
2015-05-01,jitsi_jitsimeet,48.0
2015-05-01,jlord_patchwork,1320.0
2015-05-01,joomla_joomlacms,150.0
2015-05-01,JuliaLang_julia,349.0
2015-05-01,keycloak_keycloak,61.0
2015-05-01,kubernetes_kubernetes,1084.0
2015-05-01,laravel_framework,513.0
2015-05-01,magento_magento2,223.0
2015-05-01,MarlinFirmware_Marlin,225.0
2015-05-01,matplotlib_matplotlib,167.0
2015-05-01,matrixorg_synapse,27.0
2015-05-01,microsoft_TypeScript,716.0
2015-05-01,mrdoob_three.js,982.0
2015-05-01,mui_materialui,1005.0
2015-05-01,neovim_neovim,558.0
2015-05-01,NixOS_nixpkgs,140.0
2015-05-01,nodejs_node,962.0
2015-05-01,obsproject_obsstudio,191.0
2015-05-01,odoo_odoo,481.0
2015-05-01,opencv_opencv,921.0
2015-05-01,openhab_openhabaddons,131.0
2015-05-01,openshift_openshiftdocs,32.0
2015-05-01,openssl_openssl,192.0
2015-05-01,pandasdev_pandas,293.0
2015-05-01,php_phpsrc,423.0
2015-05-01,postmanlabs_postmanappsupport,121.0
2015-05-01,ppy_osu,1.0
2015-05-01,PrestaShop_PrestaShop,194.0
2015-05-01,qbittorrent_qBittorrent,172.0
2015-05-01,qgis_QGIS,70.0
2015-05-01,qmk_qmk_firmware,13.0
2015-05-01,rails_rails,1261.0
2015-05-01,rancher_rancher,187.0
2015-05-01,rapid7_metasploitframework,409.0
2015-05-01,redis_redis,745.0
2015-05-01,RocketChat_Rocket.Chat,971.0
2015-05-01,RPCS3_rpcs3,96.0
2015-05-01,rstudio_rstudio,43.0
2015-05-01,rustlang_rust,2065.0
2015-05-01,scikitlearn_scikitlearn,968.0
2015-05-01,scipy_scipy,144.0
2015-05-01,spack_spack,11.0
2015-05-01,spyderide_spyder,107.0
2015-05-01,symfony_symfony,457.0
2015-05-01,systemd_systemd,7.0
2015-05-01,tgstation_tgstation,91.0
2015-05-01,Ultimaker_Cura,7.0
2015-05-01,webcompat_webbugs,1.0
2015-05-01,woocommerce_woocommerce,222.0
2015-05-01,xbmc_xbmc,227.0
2015-06-01,angular_angular,1001.0
2015-06-01,ankidroid_AnkiAndroid,50.0
2015-06-01,ansible_ansible,874.0
2015-06-01,antdesign_antdesign,26.0
2015-06-01,apache_airflow,729.0
2015-06-01,apache_flink,147.0
2015-06-01,apache_spark,1412.0
2015-06-01,ArduPilot_ardupilot,515.0
2015-06-01,Automattic_jetpack,44.0
2015-06-01,Azure_azurepowershell,93.0
2015-06-01,Azure_azuresdkforjava,8.0
2015-06-01,Azure_azuresdkfornet,68.0
2015-06-01,Azure_azuresdkforpython,28.0
2015-06-01,bitcoin_bitcoin,373.0
2015-06-01,ceph_ceph,241.0
2015-06-01,CleverRaven_CataclysmDDA,89.0
2015-06-01,cmssw_cmssw,160.0
2015-06-01,cockroachdb_cockroach,1557.0
2015-06-01,cypressio_cypress,6.0
2015-06-01,darktableorg_darktable,42.0
2015-06-01,DefinitelyTyped_DefinitelyTyped,784.0
2015-06-01,directus_directus,9.0
2015-06-01,dotnet_aspnetcore,315.0
2015-06-01,dotnet_AspNetCore.Docs,67.0
2015-06-01,dotnet_docs,7.0
2015-06-01,dotnet_efcore,239.0
2015-06-01,dotnet_roslyn,324.0
2015-06-01,elastic_elasticsearch,887.0
2015-06-01,elastic_kibana,308.0
2015-06-01,electron_electron,1833.0
2015-06-01,facebook_react,2126.0
2015-06-01,facebook_reactnative,1453.0
2015-06-01,flutter_flutter,103.0
2015-06-01,gatsbyjs_gatsby,10.0
2015-06-01,getsentry_sentry,253.0
2015-06-01,godotengine_godot,257.0
2015-06-01,golang_go,808.0
2015-06-01,gradle_gradle,132.0
2015-06-01,grafana_grafana,413.0
2015-06-01,grpc_grpc,264.0
2015-06-01,hashicorp_vault,373.0
2015-06-01,homeassistant_core,89.0
2015-06-01,homeassistant_homeassistant.io,2.0
2015-06-01,Homebrew_homebrewcask,599.0
2015-06-01,influxdata_telegraf,240.0
2015-06-01,JetBrains_swot,183.0
2015-06-01,jitsi_jitsimeet,36.0
2015-06-01,jlord_patchwork,1399.0
2015-06-01,joomla_joomlacms,139.0
2015-06-01,JuliaLang_julia,279.0
2015-06-01,keycloak_keycloak,69.0
2015-06-01,kubernetes_kubernetes,1244.0
2015-06-01,laravel_framework,580.0
2015-06-01,magento_magento2,225.0
2015-06-01,MarlinFirmware_Marlin,185.0
2015-06-01,matplotlib_matplotlib,195.0
2015-06-01,matrixorg_synapse,47.0
2015-06-01,microsoft_TypeScript,533.0
2015-06-01,mrdoob_three.js,942.0
2015-06-01,mui_materialui,1117.0
2015-06-01,neovim_neovim,642.0
2015-06-01,NixOS_nixpkgs,167.0
2015-06-01,nodejs_node,435.0
2015-06-01,obsproject_obsstudio,135.0
2015-06-01,odoo_odoo,556.0
2015-06-01,opencv_opencv,1108.0
2015-06-01,openhab_openhabaddons,139.0
2015-06-01,openshift_openshiftdocs,27.0
2015-06-01,openssl_openssl,213.0
2015-06-01,pandasdev_pandas,314.0
2015-06-01,php_phpsrc,536.0
2015-06-01,postmanlabs_postmanappsupport,85.0
2015-06-01,ppy_osu,3.0
2015-06-01,PrestaShop_PrestaShop,186.0
2015-06-01,qbittorrent_qBittorrent,95.0
2015-06-01,qgis_QGIS,103.0
2015-06-01,qmk_qmk_firmware,24.0
2015-06-01,rails_rails,1122.0
2015-06-01,rancher_rancher,195.0
2015-06-01,rapid7_metasploitframework,401.0
2015-06-01,redis_redis,839.0
2015-06-01,RocketChat_Rocket.Chat,2090.0
2015-06-01,RPCS3_rpcs3,91.0
2015-06-01,rstudio_rstudio,54.0
2015-06-01,rustlang_rust,939.0
2015-06-01,scikitlearn_scikitlearn,861.0
2015-06-01,scipy_scipy,142.0
2015-06-01,spack_spack,10.0
2015-06-01,spyderide_spyder,109.0
2015-06-01,symfony_symfony,467.0
2015-06-01,systemd_systemd,576.0
2015-06-01,tgstation_tgstation,136.0
2015-06-01,Ultimaker_Cura,24.0
2015-06-01,webcompat_webbugs,4.0
2015-06-01,woocommerce_woocommerce,212.0
2015-06-01,xbmc_xbmc,215.0
2015-07-01,angular_angular,1107.0
2015-07-01,ankidroid_AnkiAndroid,40.0
2015-07-01,ansible_ansible,874.0
2015-07-01,antdesign_antdesign,511.0
2015-07-01,apache_airflow,229.0
2015-07-01,apache_flink,157.0
2015-07-01,apache_spark,1346.0
2015-07-01,apache_superset,21.0
2015-07-01,ArduPilot_ardupilot,420.0
2015-07-01,Automattic_jetpack,44.0
2015-07-01,Azure_azurepowershell,92.0
2015-07-01,Azure_azuresdkforjava,10.0
2015-07-01,Azure_azuresdkfornet,57.0
2015-07-01,Azure_azuresdkforpython,15.0
2015-07-01,bitcoin_bitcoin,476.0
2015-07-01,ceph_ceph,185.0
2015-07-01,CleverRaven_CataclysmDDA,73.0
2015-07-01,cmssw_cmssw,90.0
2015-07-01,cockroachdb_cockroach,245.0
2015-07-01,cypressio_cypress,7.0
2015-07-01,darktableorg_darktable,51.0
2015-07-01,DefinitelyTyped_DefinitelyTyped,774.0
2015-07-01,directus_directus,8.0
2015-07-01,dotnet_aspnetcore,367.0
2015-07-01,dotnet_AspNetCore.Docs,107.0
2015-07-01,dotnet_docs,9.0
2015-07-01,dotnet_efcore,316.0
2015-07-01,dotnet_roslyn,533.0
2015-07-01,elastic_elasticsearch,820.0
2015-07-01,elastic_kibana,288.0
2015-07-01,electron_electron,1881.0
2015-07-01,facebook_react,2393.0
2015-07-01,facebook_reactnative,1451.0
2015-07-01,flutter_engine,153.0
2015-07-01,flutter_flutter,82.0
2015-07-01,gatsbyjs_gatsby,101.0
2015-07-01,getsentry_sentry,219.0
2015-07-01,godotengine_godot,230.0
2015-07-01,golang_go,1018.0
2015-07-01,gradle_gradle,175.0
2015-07-01,grafana_grafana,382.0
2015-07-01,grpc_grpc,260.0
2015-07-01,hashicorp_vault,339.0
2015-07-01,homeassistant_core,76.0
2015-07-01,homeassistant_frontend,11.0
2015-07-01,homeassistant_homeassistant.io,5.0
2015-07-01,Homebrew_homebrewcask,621.0
2015-07-01,influxdata_telegraf,234.0
2015-07-01,JetBrains_swot,99.0
2015-07-01,jitsi_jitsimeet,76.0
2015-07-01,jlord_patchwork,1257.0
2015-07-01,joomla_joomlacms,162.0
2015-07-01,JuliaLang_julia,252.0
2015-07-01,keycloak_keycloak,73.0
2015-07-01,kubernetes_kubernetes,1516.0
2015-07-01,laravel_framework,501.0
2015-07-01,magento_magento2,309.0
2015-07-01,MarlinFirmware_Marlin,261.0
2015-07-01,matplotlib_matplotlib,235.0
2015-07-01,matrixorg_synapse,33.0
2015-07-01,microsoft_TypeScript,572.0
2015-07-01,mrdoob_three.js,954.0
2015-07-01,mui_materialui,1180.0
2015-07-01,neovim_neovim,586.0
2015-07-01,NixOS_nixpkgs,150.0
2015-07-01,nodejs_node,429.0
2015-07-01,obsproject_obsstudio,182.0
2015-07-01,odoo_odoo,507.0
2015-07-01,opencv_opencv,840.0
2015-07-01,openhab_openhabaddons,111.0
2015-07-01,openshift_openshiftdocs,25.0
2015-07-01,openssl_openssl,271.0
2015-07-01,pandasdev_pandas,323.0
2015-07-01,php_phpsrc,550.0
2015-07-01,postmanlabs_postmanappsupport,66.0
2015-07-01,ppy_osu,1.0
2015-07-01,PrestaShop_PrestaShop,261.0
2015-07-01,qbittorrent_qBittorrent,103.0
2015-07-01,qgis_QGIS,62.0
2015-07-01,qmk_qmk_firmware,10.0
2015-07-01,rails_rails,1106.0
2015-07-01,rancher_rancher,179.0
2015-07-01,rapid7_metasploitframework,478.0
2015-07-01,redis_redis,795.0
2015-07-01,RocketChat_Rocket.Chat,503.0
2015-07-01,RPCS3_rpcs3,81.0
2015-07-01,rstudio_rstudio,51.0
2015-07-01,rustlang_rust,688.0
2015-07-01,scikitlearn_scikitlearn,1008.0
2015-07-01,scipy_scipy,160.0
2015-07-01,spack_spack,11.0
2015-07-01,spyderide_spyder,83.0
2015-07-01,symfony_symfony,462.0
2015-07-01,systemd_systemd,200.0
2015-07-01,termux_termuxpackages,28.0
2015-07-01,tgstation_tgstation,110.0
2015-07-01,Ultimaker_Cura,62.0
2015-07-01,webcompat_webbugs,4.0
2015-07-01,woocommerce_woocommerce,188.0
2015-07-01,xbmc_xbmc,241.0
2015-08-01,AdguardTeam_AdguardFilters,2.0
2015-08-01,angular_angular,1012.0
2015-08-01,ankidroid_AnkiAndroid,41.0
2015-08-01,ansible_ansible,761.0
2015-08-01,antdesign_antdesign,817.0
2015-08-01,apache_airflow,179.0
2015-08-01,apache_flink,161.0
2015-08-01,apache_spark,1237.0
2015-08-01,apache_superset,14.0
2015-08-01,ArduPilot_ardupilot,443.0
2015-08-01,Automattic_jetpack,48.0
2015-08-01,Azure_azurepowershell,97.0
2015-08-01,Azure_azurerestapispecs,35.0
2015-08-01,Azure_azuresdkforjava,36.0
2015-08-01,Azure_azuresdkfornet,47.0
2015-08-01,Azure_azuresdkforpython,20.0
2015-08-01,bitcoin_bitcoin,430.0
2015-08-01,ceph_ceph,184.0
2015-08-01,CleverRaven_CataclysmDDA,94.0
2015-08-01,cmssw_cmssw,105.0
2015-08-01,cockroachdb_cockroach,186.0
2015-08-01,cypressio_cypress,6.0
2015-08-01,darktableorg_darktable,40.0
2015-08-01,DefinitelyTyped_DefinitelyTyped,774.0
2015-08-01,directus_directus,265.0
2015-08-01,dotnet_aspnetcore,292.0
2015-08-01,dotnet_AspNetCore.Docs,131.0
2015-08-01,dotnet_docs,15.0
2015-08-01,dotnet_efcore,283.0
2015-08-01,dotnet_roslyn,446.0
2015-08-01,elastic_elasticsearch,776.0
